0,0,42,886,224,5508,0,0,
0,0,1,21,48,1538,0,0,
0,0,75,743765,271,2484349,0,0,
0,0,55,546409,158,1474592,0,0,
0,0,71,712769,540,5293604,0,0,
0,0,35,350773,335,3241557,0,0,
0,0,7,363,4,236,0,0,
0,0,26,231058,26,231142,0,0,
0,0,177,1738923,117,1146983,0,0,
0,0,194,1923904,162,1601754,0,0,
0,0,219,2176557,148,1450432,0,0,
0,0,24,220592,26,229906,0,0,
0,0,9,341,13,621,0,0,
0,0,25,201155,35,261661,0,0,
0,0,59,532517,156,1430708,0,0,
0,0,108,1003888,238,2300008,0,0,
0,0,91,833837,240,2322750,0,0,
0,0,41,311565,49,371989,0,0,
0,0,5,149,10,480,0,0,
0,0,17,150735,34,241738,0,0,
0,0,111,1054545,132,1226200,0,0,
0,0,120,1149604,185,1747383,0,0,
0,0,140,1315784,188,1801964,0,0,
0,0,30,201530,49,392087,0,0,
0,0,6,288,14,608,0,0,
0,0,45,352513,45,372173,0,0,
0,0,166,1593766,221,2161643,0,0,
0,0,137,1325523,269,2629291,0,0,
0,0,89,843651,246,2433254,0,0,
0,0,33,271287,25,200771,0,0,
0,0,15,575,11,501,0,0,
0,0,34,271810,33,251723,0,0,
0,0,116,1066760,184,1772176,0,0,
0,0,183,1733441,127,1201107,0,0,
0,0,237,2236475,136,1270804,0,0,
0,0,62,512246,47,399685,0,0,
0,0,13,543,11,329,0,0,
0,0,35,251819,30,251386,0,0,
0,0,121,1125043,177,1721159,0,0,
0,0,135,1275553,219,2150045,0,0,
0,0,76,661420,181,1771947,0,0,
0,0,24,131148,78,737898,0,0,
0,0,41,1077,13,489,0,0,
0,0,52,472366,52,412554,0,0,
0,0,111,1077101,244,2336002,0,0,
0,0,147,1416969,186,1724158,0,0,
0,0,168,1624256,198,1871854,0,0,
0,0,24,190548,40,271460,0,0,
0,0,3,161,5,301,0,0,
0,0,62,562634,51,452367,0,0,
0,0,260,2522660,111,1097221,0,0,
0,0,204,1987020,135,1285471,0,0,
0,0,142,1362466,207,2065613,0,0,
0,0,14,89846,7,49977,0,0,
0,0,8,320,9,513,0,0,
0,0,44,401896,44,362018,0,0,
0,0,140,1375568,207,2011133,0,0,
0,0,145,1401331,230,2257744,0,0,
0,0,147,1430245,170,1655794,0,0,
0,0,16,120384,16,90692,0,0,
0,0,5,301,4,300,0,0,
0,0,42,382178,61,552969,0,0,
0,0,181,1755023,212,2076512,0,0,
0,0,207,2030505,213,2101227,0,0,
0,0,127,1251417,92,870774,0,0,
0,0,21,170779,12,80244,0,0,
0,0,8,280,10,308,0,0,
0,0,6,20318,14,20698,0,0,
0,0,167,1583505,256,2465578,0,0,
0,0,169,1636757,162,1548596,0,0,
0,0,226,2188788,271,2660733,0,0,
0,0,123,1164373,84,772048,0,0,
0,0,3,171,10,426,0,0,
0,0,44,412148,55,462913,0,0,
0,0,116,1100960,84,786568,0,0,
0,0,135,1327145,118,1121098,0,0,
0,0,98,963894,159,1537333,0,0,
0,0,26,240502,20,120500,0,0,
0,0,2,96,4,300,0,0,
0,0,72,663760,48,422438,0,0,
0,0,172,1679612,166,1639690,0,0,
0,0,185,1823903,147,1451349,0,0,
0,0,223,2212721,69,669995,0,0,
0,0,39,359509,8,39824,0,0,
0,0,4,192,12,404,0,0,
0,0,55,522289,66,623016,0,0,
0,0,144,1402112,163,1601773,0,0,
0,0,127,1251353,150,1457728,0,0,
0,0,66,651946,137,1334759,0,0,
0,0,30,270734,15,110529,0,0,
0,0,29,825,8,428,0,0,
0,0,68,593404,81,723943,0,0,
0,0,149,1426063,170,1601146,0,0,
0,0,199,1898121,168,1558484,0,0,
0,0,144,1362912,159,1484827,0,0,
0,0,42,341174,43,331469,0,0,
0,0,7,255,4,300,0,0,
0,0,74,693702,61,572645,0,0,
0,0,160,1586302,106,1007410,0,0,
0,0,226,2229546,240,2376416,0,0,
0,0,134,1323586,101,932563,0,0,
0,0,6,49718,7,40013,0,0,
0,0,5,267,10,534,0,0,
0,0,74,673174,51,452753,0,0,
0,0,166,1580182,195,1903109,0,0,
0,0,175,1696789,193,1866743,0,0,
0,0,156,1505588,199,1904629,0,0,
0,0,33,230895,20,140428,0,0,
0,0,10,372,4,246,0,0,
0,0,90,834186,75,684075,0,0,
0,0,147,1392949,131,1285217,0,0,
0,0,77,723183,156,1529024,0,0,
0,0,137,1312991,96,933348,0,0,
0,0,40,311874,6,30158,0,0,
0,0,7,191,12,630,0,0,
0,0,74,674170,48,442532,0,0,
0,0,136,1308900,174,1661710,0,0,
0,0,225,2206687,193,1866599,0,0,
0,0,60,561084,162,1540662,0,0,
0,0,23,150401,11,20375,0,0,
0,0,21,603,5,365,0,0,
0,0,83,774521,83,753673,0,0,
0,0,159,1542281,166,1613210,0,0,
0,0,207,2018443,186,1788594,0,0,
0,0,96,882358,132,1269984,0,0,
0,0,11,60425,9,30015,0,0,
0,0,2,150,2,96,0,0,
0,0,85,833377,102,1004794,0,0,
0,0,150,1441892,265,2602037,0,0,
0,0,179,1734045,221,2197511,0,0,
0,0,127,1201017,84,811496,0,0,
0,0,19,140911,10,60350,0,0,
0,0,14,348,2,96,0,0,
0,0,8,50420,15,60693,0,0,
0,0,225,2185851,224,2133920,0,0,
