InConnections,,,, InConnections (Old),,,, OutConnections,,,, OutConnections(Old)
MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,
0,0,0,0,0,408,0,256,33,0,11,795,5,0,50,0,
0,0,0,0,0,1167,0,193,24,3051,5,2584,82,0,109,0,
0,0,0,0,0,707,0,1127225,155,75065,248,899417,111,0,426,0,
0,0,0,0,0,952245,0,3994595,1542,655686,1074,7324334,1991,0,2321,0,
0,0,0,0,0,2317266,0,3533894,2617,3795603,1388,16865194,5058,0,5368,0,
0,0,0,0,0,2096129,0,2441176,3436,7053012,1652,27007459,9321,0,8195,0,
0,0,0,0,0,4231866,0,1741908,4262,13895919,3102,30697931,11925,0,10468,0,
0,0,0,0,0,5157617,0,1928645,3265,21674486,3251,38163174,18306,0,14142,0,
0,0,0,0,0,2320073,0,0,1,0,2,0,2,0,5,0,
0,0,0,0,0,291,0,213,10,421,6,836,12,0,17,0,
0,0,0,0,0,311,0,583526,81,1549,182,403984,52,0,175,0,
0,0,0,0,0,1224930,0,2264319,948,2296981,1110,5347966,1344,0,2436,0,
0,0,0,0,0,909495,0,2512477,1118,10737623,1185,11552446,5496,0,5860,0,
0,0,0,0,0,2729874,0,4332763,2792,17709930,885,24403560,9367,0,10805,0,
0,0,0,0,0,2702940,0,2646450,2741,25799614,2580,30720699,14037,0,13639,0,
0,0,0,0,0,2221838,0,2120903,1665,32110674,2693,38310467,18573,0,17978,0,
0,0,0,0,0,1639299,0,603614,1371,35320924,1534,41040235,20076,0,0,0,
0,0,0,0,0,225,0,75,3,271,1,600,6,0,8,0,
0,0,0,0,0,365,0,96,6,786,3,1211,15,0,37,0,
0,0,0,0,0,752259,0,1381849,483,1186815,876,1563732,631,0,963,0,
0,0,0,0,0,5527715,0,4172742,1650,6575243,1696,8501212,3020,0,5254,0,
0,0,0,0,0,5619056,0,4203358,2382,17857805,3035,19689584,8317,0,9232,0,
0,0,0,0,0,3864986,0,3994711,2232,30493534,2288,29813928,12455,0,14240,0,
0,0,0,0,0,3733379,0,3265136,3146,35423478,1993,38252746,16027,0,19183,0,
0,0,0,0,0,3119375,0,463116,3149,42379365,1651,43594942,19959,0,21736,0,
0,0,0,0,0,21,0,75,0,46,4,0,3,0,3,0,
0,0,0,0,0,600,0,493,7,924,8,1136,17,0,21,0,
0,0,0,0,0,535449,0,1662621,233,475322,625,1141110,200,0,726,0,
0,0,0,0,0,820877,0,2606374,1538,4252386,1887,9100050,2588,0,3818,0,
0,0,0,0,0,1660764,0,3729141,2613,10181936,1564,20057067,7090,0,7900,0,
