MsgOut,BytesOut,MsgIn,BytesIn
0,0,7814,2041698,
5088,1571492,0,0,
7706,2429172,0,0,
0,0,10178,1863366,
0,0,10878,2752806,
7287,1702025,0,0,
9377,3017893,0,0,
0,0,11036,1832686,
0,0,14985,3496585,
6794,1727806,0,0,
12586,3744876,0,0,
0,0,8929,1735405,
0,0,19828,4175952,
7311,2079481,0,0,
14528,4278598,0,0,
0,0,9599,1888045,
0,0,22668,4712690,
8357,2332739,0,0,
17390,4924348,0,0,
0,0,8822,2058814,
0,0,26774,5487410,
12344,3349370,0,0,
19368,5386008,0,0,
0,0,9195,2505977,
0,0,29328,6063880,
11060,3946068,0,0,
27650,6810524,0,0,
0,0,9296,2135224,
0,0,33411,7362433,
10508,3608648,0,0,
33436,8889866,0,0,
0,0,11948,2995576,
0,0,35234,7486336,
10143,3117399,0,0,
39053,10765379,0,0,
0,0,14148,3027042,
0,0,39182,8657690,
10423,2211463,0,0,
44810,12726740,0,0,
0,0,12970,2846728,
0,0,45520,9822002,
7298,1337982,0,0,
50721,14305365,0,0,
0,0,11864,1768626,
0,0,52005,11899973,
9986,1456512,0,0,
53336,15231958,0,0,
0,0,12123,2024265,
0,0,56888,12445714,
12625,1936325,0,0,
55683,15649977,0,0,
0,0,12170,2022564,
0,0,59706,13045292,
16351,2689213,0,0,
58401,16006635,0,0,
0,0,11525,2212393,
0,0,65217,13828939,
12048,2231632,0,0,
66769,17632331,0,0,
0,0,12003,1439535,
0,0,68809,15355501,
14526,2181076,0,0,
70126,18867764,0,0,
0,0,12994,1264254,
0,0,71356,16126004,
15341,2218931,0,0,
72212,19614106,0,0,
0,0,10446,844402,
0,0,76132,16839526,
14415,2591219,0,0,
76458,20047494,0,0,
0,0,15206,1077964,
0,0,77361,17055627,
14584,2002974,0,0,
78698,21181870,0,0,
0,0,16127,1248975,
0,0,82472,17394832,
13319,1694543,0,0,
83061,22037809,0,0,
0,0,16334,1307118,
0,0,83820,17626646,
11494,1568208,0,0,
86604,22554558,0,0,
0,0,14681,1380385,
0,0,87396,17831816,
10119,1061717,0,0,
89739,23365579,0,0,
0,0,12900,1238536,
0,0,91138,18179552,
9196,1052572,0,0,
91272,23566666,0,0,
0,0,9306,936620,
0,0,95344,18577540,
7518,949612,0,0,
93207,23760983,0,0,
0,0,10406,798164,
0,0,96213,18804361,
3952,748214,0,0,
96841,23968891,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,2,96,
0,0,0,0,
0,0,0,0,
2,46,0,0,
0,0,1,75,
0,0,3,117,
1,21,0,0,
3,121,0,0,
0,0,5,213,
0,0,3,117,
2,42,0,0,
4,196,0,0,
0,0,6,288,
0,0,4,192,
3,117,0,0,
5,271,0,0,
0,0,4,138,
0,0,9,567,
4,182,0,0,
7,421,0,0,
0,0,4,192,
0,0,11,663,
5,257,0,0,
8,496,0,0,
0,0,4,192,
0,0,12,738,
4,236,0,0,
10,592,0,0,
0,0,2,150,
0,0,19,1155,
4,246,0,0,
16,978,0,0,
0,0,160,41874,
0,0,54,19686,
216,75136,0,0,
25,5413,0,0,
0,0,486,114190,
0,0,188,55616,
653,168415,0,0,
124,55658,0,0,
0,0,977,181751,
0,0,440,139580,
1286,313042,0,0,
338,111070,0,0,
0,0,1427,361769,
0,0,1109,229883,
2142,612876,0,0,
851,244759,0,0,
0,0,2793,807045,
0,0,1652,360766,
3557,1037589,0,0,
1310,331050,0,0,
0,0,3152,1220980,
0,0,3486,926300,
5048,1168202,0,0,
2258,704670,0,0,
0,0,3960,1711300,
0,0,5264,1554988,
6072,1200000,0,0,
3796,1331262,0,0,
0,0,4516,2163708,
0,0,7457,2234211,
7754,1622390,0,0,
5268,1628644,0,0,
0,0,4443,2060249,
0,0,10394,3504274,
8517,1695127,0,0,
8769,2391617,0,0,
0,0,3792,1854954,
0,0,14677,5213145,
10254,1989882,0,0,
10600,2950018,0,0,
0,0,6289,1830473,
0,0,16181,6312595,
9021,1364963,0,0,
17501,4477943,0,0,
0,0,6677,1408013,
0,0,21184,7836972,
9218,1761634,0,0,
25109,5817659,0,0,
0,0,7003,1467419,
0,0,24521,8595319,
11556,2328334,0,0,
28276,6832472,0,0,
0,0,9871,1919467,
0,0,27301,9184775,
12606,2518076,0,0,
32981,8142885,0,0,
0,0,11946,2399512,
0,0,30072,9571642,
14903,3488779,0,0,
34685,8243787,0,0,
0,0,14276,2818034,
0,0,33080,10091080,
14296,2692392,0,0,
39019,9942307,0,0,
0,0,14568,2752982,
0,0,38492,11339110,
11663,2682359,0,0,
45949,11080005,0,0,
0,0,12679,2003429,
0,0,43976,12882198,
10164,2366396,0,0,
52698,12542962,0,0,
0,0,16667,2833103,
0,0,46699,13038139,
11828,2824612,0,0,
54248,12887782,0,0,
0,0,14325,2397737,
0,0,54211,14501629,
10102,883934,0,0,
60962,15320000,0,0,
0,0,9809,2002945,
0,0,61418,15653292,
9006,872638,0,0,
65592,15821980,0,0,
0,0,13365,2402325,
0,0,62539,16157613,
9086,1246422,0,0,
67829,16058347,0,0,
0,0,15517,3004509,
0,0,64351,16486845,
10358,1586548,0,0,
69818,16355088,0,0,
0,0,17627,3755585,
0,0,68312,17098984,
9557,976695,0,0,
74449,17433517,0,0,
0,0,16999,3891151,
0,0,72575,18491661,
9987,987119,0,0,
81420,18250580,0,0,
0,0,17116,3434168,
0,0,76622,19644022,
7664,1005052,0,0,
87752,19080022,0,0,
0,0,16461,2769955,
0,0,81425,20752599,
8860,1535016,0,0,
89359,19429857,0,0,
0,0,17802,2800308,
0,0,83165,21166129,
9560,1759516,0,0,
90160,19753604,0,0,
0,0,16021,2240291,
0,0,87717,22213935,
7430,1363376,0,0,
94021,20577779,0,0,
0,0,15810,2061088,
0,0,90052,22861122,
6837,1005119,0,0,
97708,21256708,0,0,
0,0,11166,1778024,
0,0,95420,23405312,
4554,565584,0,0,
100651,21814643,0,0,
0,0,7668,1223342,
0,0,99334,24082428,
4772,623226,0,0,
101004,21836342,0,0,
0,0,4397,621119,
0,0,102612,24687052,
4167,495439,0,0,
101907,21974457,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,1,75,
0,0,0,0,
0,0,0,0,
2,46,0,0,
0,0,2,150,
0,0,0,0,
0,0,0,0,
3,121,0,0,
0,0,4,246,
0,0,0,0,
1,21,0,0,
4,196,0,0,
0,0,3,161,
0,0,3,225,
2,96,0,0,
5,271,0,0,
0,0,5,247,
0,0,4,300,
4,192,0,0,
6,346,0,0,
0,0,4,226,
0,0,8,546,
6,342,0,0,
7,421,0,0,
0,0,4,226,
0,0,10,686,
6,396,0,0,
9,517,0,0,
0,0,10,5506,
0,0,11,761,
23,18069,0,0,
13,763,0,0,
0,0,175,73377,
0,0,74,36514,
226,55004,0,0,
91,35957,0,0,
0,0,734,178850,
0,0,220,131884,
639,160329,0,0,
153,61557,0,0,
0,0,1476,471850,
0,0,649,175573,
976,416600,0,0,
595,164511,0,0,
0,0,2142,533724,
0,0,1531,569501,
1979,778245,0,0,
1245,431597,0,0,
0,0,3630,924820,
0,0,1942,660848,
3147,1226181,0,0,
1934,738868,0,0,
0,0,5461,1596643,
0,0,2995,712377,
4515,1725925,0,0,
2684,1025464,0,0,
0,0,7103,1986923,
0,0,6207,1629865,
6559,1575901,0,0,
4711,1950637,0,0,
0,0,7431,2226935,
0,0,10308,2800930,
8315,2020551,0,0,
7397,2496865,0,0,
0,0,10555,3694449,
0,0,12447,3083603,
7849,1673909,0,0,
11034,3676116,0,0,
0,0,12011,4990433,
0,0,17016,3812178,
9966,1981398,0,0,
12208,4073530,0,0,
0,0,9968,4188840,
0,0,22974,6426240,
11914,1558880,0,0,
14406,5096558,0,0,
0,0,11229,5042229,
0,0,25842,7005736,
12735,1463539,0,0,
19641,5859359,0,0,
0,0,11121,4051237,
0,0,29651,9088449,
13142,1639420,0,0,
26293,6409117,0,0,
0,0,7673,2352385,
0,0,35954,11446240,
11234,2106218,0,0,
34461,7039425,0,0,
0,0,7601,1765131,
0,0,39408,12821086,
11179,2623861,0,0,
37611,7533507,0,0,
0,0,8381,1095167,
0,0,43675,14266427,
11960,1965086,0,0,
43373,9072213,0,0,
0,0,10380,1287472,
0,0,44550,14691662,
12666,2028692,0,0,
45668,9544420,0,0,
0,0,12785,1904385,
0,0,47371,14845499,
14555,2477693,0,0,
48289,9863197,0,0,
0,0,10622,2132350,
0,0,52394,15470582,
14504,1905562,0,0,
51416,11164998,0,0,
0,0,10662,2153944,
0,0,56707,16370475,
16539,2207065,0,0,
53350,11527168,0,0,
0,0,11339,1999007,
0,0,59988,17215632,
17689,2550305,0,0,
56522,12006910,0,0,
0,0,9551,1863099,
0,0,64942,17957532,
20199,2197527,0,0,
58921,13037665,0,0,
0,0,11379,1246941,
0,0,67475,19287725,
22892,2100302,0,0,
61658,13776266,0,0,
0,0,10558,1278280,
0,0,70951,19776157,
22460,2130928,0,0,
67290,14499222,0,0,
0,0,13619,1425221,
0,0,72116,20128848,
26605,3064101,0,0,
67683,14539677,0,0,
0,0,12617,1394305,
0,0,75295,20669725,
24073,2874219,0,0,
73083,15339539,0,0,
0,0,15127,1821035,
0,0,77062,20969750,
26522,3496766,0,0,
73671,15405537,0,0,
0,0,15996,2143282,
0,0,78297,21224499,
25506,3329676,0,0,
78012,16131618,0,0,
0,0,17297,2251761,
0,0,80492,21588888,
24748,2912232,0,0,
82540,17031346,0,0,
0,0,16917,1830531,
0,0,83540,22343536,
23396,2201396,0,0,
85228,17882856,0,0,
0,0,13944,1477906,
0,0,88338,22870996,
22598,1773964,0,0,
86687,18384739,0,0,
0,0,11010,1105994,
0,0,91513,23307515,
18614,1051386,0,0,
91714,19175908,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,0,0,
0,0,1,75,
0,0,0,0,
2,46,0,0,
0,0,1,75,
0,0,1,75,
0,0,0,0,
3,121,0,0,
0,0,2,96,
0,0,2,150,
0,0,0,0,
4,196,0,0,
0,0,2,150,
0,0,5,321,
1,75,0,0,
6,346,0,0,
0,0,2,150,
0,0,9,621,
2,150,0,0,
9,571,0,0,
0,0,2,150,
0,0,13,921,
3,225,0,0,
12,796,0,0,
0,0,3,225,
0,0,13,921,
2,150,0,0,
14,946,0,0,
0,0,27,19113,
0,0,16,2114,
25,19019,0,0,
16,1096,0,0,
0,0,265,192337,
0,0,51,21635,
257,144073,0,0,
22,6386,0,0,
0,0,724,628342,
0,0,251,69639,
704,385666,0,0,
57,29921,0,0,
0,0,1256,867652,
0,0,723,431097,
1603,560049,0,0,
246,178150,0,0,
0,0,2417,1318045,
0,0,1050,649434,
2629,701375,0,0,
964,384134,0,0,
0,0,3137,1476001,
0,0,2113,1224247,
4542,1167042,0,0,
1680,516776,0,0,
0,0,5078,1894542,
0,0,2694,1681454,
4873,1869781,0,0,
3966,723326,0,0,
0,0,4740,1959964,
0,0,6017,2534725,
6767,2374075,0,0,
7349,1453425,0,0,
0,0,6502,2453906,
0,0,8925,3092271,
6752,2826860,0,0,
10835,2215055,0,0,
0,0,7420,1685846,
0,0,13008,4627000,
7807,1900255,0,0,
13782,4108424,0,0,
0,0,7327,1413569,
0,0,16478,5606212,
8021,2084149,0,0,
17251,4657351,0,0,
0,0,7769,1770813,
0,0,19155,6000849,
8095,1468385,0,0,
20896,5960994,0,0,
0,0,6090,1053814,
0,0,24830,7538372,
9692,1591198,0,0,
23163,6443029,0,0,
0,0,7070,1408746,
0,0,27214,7916286,
9629,1010855,0,0,
28006,7824062,0,0,
0,0,6522,1328872,
0,0,31151,8696453,
13256,1659836,0,0,
29968,8044566,0,0,
0,0,7618,1277500,
0,0,33291,9436403,
11389,1679205,0,0,
35411,8825143,0,0,
0,0,10039,1574571,
0,0,34797,9727361,
13367,1714969,0,0,
37092,9529442,0,0,
0,0,9617,969213,
0,0,39424,10907460,
13999,1720021,0,0,
40143,10154965,0,0,
0,0,10511,1056037,
0,0,42278,11406988,
15201,1318989,0,0,
41790,10973340,0,0,
0,0,9295,1212363,
0,0,47444,11986944,
16654,1615294,0,0,
45429,11290441,0,0,
0,0,11944,1291106,
0,0,48767,12540025,
19674,1814436,0,0,
46785,11767319,0,0,
0,0,13200,1713396,
0,0,50715,12768717,
19650,2172348,0,0,
51060,12297256,0,0,
0,0,16186,2757988,
0,0,53282,12967728,
20720,2374384,0,0,
53161,12720701,0,0,
0,0,17305,2369551,
0,0,56383,14445735,
22617,2185163,0,0,
55005,13516209,0,0,
0,0,16547,2088477,
0,0,60457,15652397,
22243,2494727,0,0,
59556,13779836,0,0,
0,0,19516,3042430,
0,0,60457,15652397,
21476,2617742,0,0,
65537,14659007,0,0,
0,0,19866,2872650,
0,0,66235,16775703,
19174,2015638,0,0,
74036,16115676,0,0,
0,0,17959,2241739,
0,0,71054,18049646,
18325,1887721,0,0,
78424,16837202,0,0,
0,0,18916,2488828,
0,0,72911,18249019,
20263,1294247,0,0,
79640,17950258,0,0,
0,0,22710,2314184,
0,0,74192,18871016,
19266,1426260,0,0,
82460,18162714,0,0,
0,0,21166,1894550,
0,0,76912,19541734,
20015,1582633,0,0,
82749,18266389,0,0,
0,0,12855,1469469,
0,0,85744,20071922,
16150,970648,0,0,
88126,19030712,0,0,
0,0,10099,1253759,
0,0,88700,20316398,
14856,756616,0,0,
89548,19265374,0,0,
0,0,8694,670646,
0,0,90118,20899900,
13212,675614,0,0,
91200,19352728,0,0,
0,0,8,168,
0,0,0,0,
0,0,0,0,
3,63,0,0,
0,0,13,273,
0,0,0,0,
0,0,0,0,
3,63,0,0,
0,0,15,315,
0,0,4,132,
3,91,0,0,
6,126,0,0,
0,0,2,86,
0,0,20,468,
5,129,0,0,
8,196,0,0,
0,0,5,203,
0,0,20,468,
5,129,0,0,
11,293,0,0,
0,0,6,268,
0,0,20,468,
4,108,0,0,
14,400,0,0,
0,0,7,343,
0,0,20,468,
5,129,0,0,
15,475,0,0,
0,0,8,418,
0,0,21,489,
6,126,0,0,
17,595,0,0,
0,0,5,257,
0,0,26,800,
8,212,0,0,
18,670,0,0,
0,0,1,65,
0,0,32,1142,
11,319,0,0,
19,745,0,0,
0,0,2,140,
0,0,32,1142,
10,298,0,0,
21,841,0,0,
0,0,40,25494,
0,0,37,2429,
47,25741,0,0,
25,979,0,0,
0,0,301,236019,
0,0,122,18080,
323,180751,0,0,
100,23156,0,0,
0,0,1046,593732,
0,0,349,140345,
890,343886,0,0,
187,89933,0,0,
0,0,1838,670876,
0,0,1064,669876,
1439,169671,0,0,
1596,518334,0,0,
0,0,2484,713284,
0,0,2158,1032520,
1993,298221,0,0,
2348,641782,0,0,
0,0,3817,1035601,
0,0,3122,1405914,
2514,342622,0,0,
3324,947080,0,0,
0,0,5227,1159203,
0,0,4034,1870492,
5349,818175,0,0,
3625,964595,0,0,
0,0,5618,1521524,
0,0,6460,2400404,
5970,1301572,0,0,
5380,1143506,0,0,
0,0,6615,2447471,
0,0,7919,2613633,
7845,2264303,0,0,
6247,1226533,0,0,
0,0,7163,2781969,
0,0,9798,3366980,
8540,2370560,0,0,
9432,2136066,0,0,
0,0,9718,3157372,
0,0,11074,4167576,
9444,3126150,0,0,
11191,2347601,0,0,
0,0,12516,3277620,
0,0,15703,5389191,
11253,3395673,0,0,
13207,3033007,0,0,
0,0,7245,1880123,
0,0,25027,7723773,
14632,4184752,0,0,
17498,3436194,0,0,
0,0,8357,1667479,
0,0,28194,8897840,
10362,2902866,0,0,
26531,5676677,0,0,
0,0,10549,2151575,
0,0,30072,9439800,
12785,3460323,0,0,
28505,5843633,0,0,
0,0,12056,2862618,
0,0,35509,10031407,
13839,3678239,0,0,
30757,6240437,0,0,
0,0,12651,2708413,
0,0,39903,11643211,
17417,3850787,0,0,
31880,6440546,0,0,
0,0,10884,2670184,
0,0,44952,12879168,
22157,4358351,0,0,
32977,6526181,0,0,
0,0,12466,2863442,
0,0,48455,14002505,
22871,2998691,0,0,
39372,8616502,0,0,
0,0,12690,2520424,
0,0,54245,15288611,
21310,1830088,0,0,
50540,10550282,0,0,
0,0,13786,2357298,
0,0,57240,16153620,
26271,2708155,0,0,
51896,10619564,0,0,
0,0,12151,1355991,
0,0,61899,17879641,
24530,2923566,0,0,
59500,11423926,0,0,
0,0,14684,1517524,
0,0,62683,18336395,
26615,3163219,0,0,
61249,12029073,0,0,
0,0,14530,1402084,
0,0,66563,19031035,
29752,3218348,0,0,
61947,12668295,0,0,
0,0,14433,1648711,
0,0,70296,19492984,
32175,3232019,0,0,
66893,13530047,0,0,
0,0,14744,1874360,
0,0,73877,19813791,
30137,3114191,0,0,
73339,14451837,0,0,
0,0,16703,2285653,
0,0,75952,20098540,
28620,2550136,0,0,
78759,15612689,0,0,
0,0,17531,2599737,
0,0,78695,20365801,
29570,2535356,0,0,
81333,16038061,0,0,
0,0,16438,2495042,
0,0,82851,21038525,
30680,2712630,0,0,
82078,16100308,0,0,
0,0,16685,2287737,
0,0,84382,21660774,
29900,2506186,0,0,
85273,16574297,0,0,
0,0,14915,1375781,
0,0,87166,22828570,
25418,2274282,0,0,
91855,17146195,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,0,0,
0,0,1,75,
0,0,0,0,
2,46,0,0,
0,0,1,75,
0,0,1,75,
0,0,0,0,
3,121,0,0,
0,0,2,150,
0,0,1,75,
0,0,0,0,
4,196,0,0,
0,0,3,225,
0,0,2,150,
1,75,0,0,
5,271,0,0,
0,0,3,225,
0,0,4,300,
2,150,0,0,
6,346,0,0,
0,0,4,290,
0,0,4,300,
1,75,0,0,
8,496,0,0,
0,0,5,365,
0,0,8,600,
3,215,0,0,
11,721,0,0,
0,0,49,30947,
0,0,22,4290,
57,34305,0,0,
13,861,0,0,
0,0,303,106033,
0,0,149,54843,
328,113826,0,0,
150,33426,0,0,
0,0,752,278894,
0,0,395,96669,
821,363603,0,0,
279,82995,0,0,
0,0,1151,206575,
0,0,995,547767,
1489,755117,0,0,
492,137160,0,0,
0,0,1680,281904,
0,0,1747,757997,
2420,1001688,0,0,
1179,474287,0,0,
0,0,2362,828550,
0,0,2780,818626,
2639,1133971,0,0,
2277,929515,0,0,
0,0,3392,1497312,
0,0,3672,1144178,
3978,1473630,0,0,
2940,1384246,0,0,
0,0,6248,2183358,
0,0,5121,1760471,
5523,2018377,0,0,
4100,1635612,0,0,
0,0,7349,2105929,
0,0,8572,2993764,
7412,2290964,0,0,
6417,2452575,0,0,
0,0,6440,1919902,
0,0,11893,3984853,
8990,2325244,0,0,
10748,3804352,0,0,
0,0,6858,1669206,
0,0,15604,4922370,
7770,1224644,0,0,
18498,6294674,0,0,
0,0,7631,1024877,
0,0,18673,6340393,
8271,1396905,0,0,
20717,6867641,0,0,
0,0,10094,1200810,
0,0,22047,6991825,
9529,1789277,0,0,
22746,7134090,0,0,
0,0,9995,1578115,
0,0,27296,7688646,
9051,1486351,0,0,
28292,8123106,0,0,
0,0,9623,1579283,
0,0,31897,8539253,
12330,2320122,0,0,
29800,8583912,0,0,
0,0,9934,975452,
0,0,35894,10029840,
13369,2619983,0,0,
32180,9380054,0,0,
0,0,14462,1315424,
0,0,38962,10430378,
14870,2650612,0,0,
37087,10328503,0,0,
0,0,17563,1487361,
0,0,42448,11087660,
14659,2641497,0,0,
40235,11037415,0,0,
0,0,16574,1894402,
0,0,47383,11488389,
15223,2229247,0,0,
42245,11841783,0,0,
0,0,13100,1623724,
0,0,54735,12605417,
11962,1890844,0,0,
50479,12904425,0,0,
0,0,14886,1852868,
0,0,56586,13064880,
12117,2280411,0,0,
55012,13356016,0,0,
0,0,13734,2202826,
0,0,61416,13460358,
12486,2273784,0,0,
58609,14204955,0,0,
0,0,16355,2777279,
0,0,62459,13760159,
13268,2531652,0,0,
60984,14568554,0,0,
0,0,15353,1972451,
0,0,66308,15352446,
16518,2747394,0,0,
62719,15024151,0,0,
0,0,19441,2385739,
0,0,67287,15717621,
15619,1720221,0,0,
67257,16629731,0,0,
0,0,18768,2716950,
0,0,70813,16126627,
11276,1262746,0,0,
75462,17830212,0,0,
0,0,18556,1939594,
0,0,73136,17417922,
9125,1279213,0,0,
81020,18694892,0,0,
0,0,17591,1698793,
0,0,77173,18020571,
9989,1547741,0,0,
82334,19120532,0,0,
0,0,15949,980701,
0,0,80160,18978566,
11553,1691653,0,0,
85743,19717525,0,0,
0,0,17053,985253,
0,0,80832,19112636,
11570,1935360,0,0,
87955,19980215,0,0,
0,0,16134,975838,
0,0,82400,19202168,
11890,1977440,0,0,
88506,20313116,0,0,
0,0,15153,873335,
0,0,85591,19414461,
9218,1670954,0,0,
91681,20847829,0,0,
0,0,12410,642026,
0,0,88835,19677961,
5442,1019666,0,0,
95546,21532936,0,0,
0,0,10629,558009,
0,0,90849,19769997,
2227,525799,0,0,
98834,22029030,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,1,75,
0,0,0,0,
0,0,0,0,
2,46,0,0,
0,0,3,171,
0,0,0,0,
0,0,0,0,
3,121,0,0,
0,0,4,192,
0,0,2,150,
1,65,0,0,
4,196,0,0,
0,0,2,96,
0,0,8,438,
2,140,0,0,
5,271,0,0,
0,0,3,171,
0,0,9,513,
2,140,0,0,
7,421,0,0,
0,0,3,225,
0,0,14,834,
5,311,0,0,
10,626,0,0,
0,0,2,150,
0,0,18,1134,
6,376,0,0,
12,776,0,0,
0,0,110,76576,
0,0,33,8833,
85,29281,0,0,
25,5387,0,0,
0,0,487,241011,
0,0,140,80418,
448,133102,0,0,
60,17818,0,0,
0,0,931,343839,
0,0,556,234970,
907,247139,0,0,
782,183398,0,0,
0,0,1294,433058,
0,0,1191,502839,
1323,594407,0,0,
1441,299679,0,0,
0,0,1970,482046,
0,0,2500,854780,
2428,856512,0,0,
1930,612110,0,0,
0,0,3601,944085,
0,0,2881,925661,
2871,884951,0,0,
3404,1245738,0,0,
0,0,5003,1077393,
0,0,3934,1337026,
4889,1482243,0,0,
4151,1549855,0,0,
0,0,6484,1457122,
0,0,5483,1687073,
6047,2005793,0,0,
5769,1904811,0,0,
0,0,6773,1062757,
0,0,9994,3249062,
4877,736601,0,0,
10178,3892134,0,0,
0,0,5099,1305057,
0,0,16345,4055537,
5965,1396097,0,0,
16498,4675944,0,0,
0,0,5645,1782999,
0,0,18862,4609140,
5923,1480307,0,0,
20038,5752352,0,0,
0,0,10833,2691331,
0,0,19747,4771947,
8215,1545773,0,0,
20749,6398047,0,0,
0,0,11355,2516361,
0,0,22822,5828134,
9831,1514317,0,0,
25408,7343074,0,0,
0,0,11442,2496158,
0,0,25872,6350844,
10759,1885893,0,0,
28239,7811719,0,0,
0,0,13334,3048290,
0,0,28150,6587920,
12207,2149841,0,0,
29673,8291105,0,0,
0,0,10673,3196607,
0,0,35149,7520333,
10848,1303642,0,0,
34160,9964246,0,0,
0,0,12891,3368645,
0,0,36495,8324347,
13867,1977779,0,0,
35752,10101206,0,0,
0,0,14129,4027127,
0,0,39863,8604925,
14521,921697,0,0,
38099,11524687,0,0,
0,0,12981,3947815,
0,0,43423,9739051,
17012,1163896,0,0,
39028,11595074,0,0,
0,0,14615,3875769,
0,0,45490,10976334,
19096,1132842,0,0,
40687,11952865,0,0,
0,0,13367,3573987,
0,0,49223,12109245,
18308,1523944,0,0,
44813,12168881,0,0,
0,0,12465,2501103,
0,0,52752,13990902,
17792,1663946,0,0,
50671,12860149,0,0,
0,0,11532,1507190,
0,0,57064,15887428,
16988,1218230,0,0,
58993,14146679,0,0,
0,0,12480,1432116,
0,0,59733,16664385,
18809,1735001,0,0,
62306,14492454,0,0,
0,0,15595,1829611,
0,0,59994,16803406,
19889,2319061,0,0,
65165,14794985,0,0,
0,0,19735,2035085,
0,0,62878,17562276,
21858,2604642,0,0,
66234,15228986,0,0,
0,0,18663,2210125,
0,0,67120,18180888,
19707,2077931,0,0,
73859,16477205,0,0,
0,0,21151,2240715,
0,0,68783,18635713,
20441,2284421,0,0,
76717,16881729,0,0,
0,0,18746,1978296,
0,0,72931,19122979,
22254,2366090,0,0,
78006,17274560,0,0,
0,0,18233,1108359,
0,0,76887,20236925,
21826,1865852,0,0,
79762,18023676,0,0,
0,0,15762,1011610,
0,0,80959,20477317,
17349,1666411,0,0,
85087,18355015,0,0,
0,0,12777,863251,
0,0,84559,20732495,
11872,1109574,0,0,
93801,19081543,0,0,
0,0,9086,601090,
0,0,88563,21016139,
9816,620306,0,0,
95916,19582202,0,0,
0,0,8080,526302,
0,0,90019,21108195,
5540,386588,0,0,
100219,19816831,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,1,75,
0,0,0,0,
0,0,0,0,
2,46,0,0,
0,0,1,21,
0,0,3,171,
2,42,0,0,
3,121,0,0,
0,0,3,117,
0,0,3,171,
2,42,0,0,
4,196,0,0,
0,0,3,117,
0,0,5,267,
2,42,0,0,
5,271,0,0,
0,0,2,96,
0,0,9,513,
4,192,0,0,
6,346,0,0,
0,0,1,75,
0,0,11,609,
3,117,0,0,
8,496,0,0,
0,0,1,75,
0,0,17,1059,
6,288,0,0,
12,786,0,0,
0,0,89,38705,
0,0,28,8574,
137,82869,0,0,
16,978,0,0,
0,0,403,104359,
0,0,139,76365,
387,210777,0,0,
198,111948,0,0,
0,0,762,229032,
0,0,505,205339,
877,260719,0,0,
598,380166,0,0,
0,0,1714,569026,
0,0,980,322576,
1786,551982,0,0,
1010,499188,0,0,
0,0,3000,1156766,
0,0,1388,353472,
2898,1022014,0,0,
1450,623688,0,0,
0,0,4034,1699224,
0,0,2396,636462,
4063,1137289,0,0,
2749,1173691,0,0,
0,0,3607,1146431,
0,0,5582,1907614,
5174,1404064,0,0,
3613,1484451,0,0,
0,0,4414,1335904,
0,0,7394,2345358,
6350,1019442,0,0,
6767,2690903,0,0,
0,0,7667,2055823,
0,0,9358,2614750,
6896,1016506,0,0,
8762,3293356,0,0,
0,0,8336,2075968,
0,0,11887,3642007,
7788,1076462,0,0,
11931,3913353,0,0,
0,0,9752,2098898,
0,0,15792,4608516,
9895,1505609,0,0,
13555,4249861,0,0,
0,0,9115,1827655,
0,0,20738,5900252,
10729,1945613,0,0,
16374,4465034,0,0,
0,0,10067,2671351,
0,0,24166,6211736,
9559,1829961,0,0,
20999,5484805,0,0,
0,0,8789,2289637,
0,0,29690,7776760,
9980,2282738,0,0,
23690,6145994,0,0,
0,0,8033,1808097,
0,0,33173,9121907,
12748,3052898,0,0,
26521,6643309,0,0,
0,0,9065,1167171,
0,0,36029,10283333,
13734,3003502,0,0,
29193,7451243,0,0,
0,0,7559,1312807,
0,0,39759,10519631,
14315,2787865,0,0,
32695,8427339,0,0,
0,0,10848,1388626,
0,0,41175,10973801,
14318,3463036,0,0,
38387,8853419,0,0,
0,0,9768,1079508,
0,0,46485,12017783,
11706,1756558,0,0,
45026,11596342,0,0,
0,0,7276,803362,
0,0,51257,12725953,
14177,2045879,0,0,
48105,12521457,0,0,
0,0,9181,1104281,
0,0,53972,12935466,
17390,2827048,0,0,
48540,12764458,0,0,
0,0,13674,1642758,
0,0,56166,13166910,
17059,2426925,0,0,
52602,13923242,0,0,
0,0,15723,1626921,
0,0,58149,13887041,
23399,2856177,0,0,
53023,14361377,0,0,
0,0,18441,1933171,
0,0,61527,14144239,
26227,2830065,0,0,
58075,15194497,0,0,
0,0,18467,1483965,
0,0,64984,15026222,
27072,3198880,0,0,
60658,15359862,0,0,
0,0,16188,1784156,
0,0,71882,15522160,
25839,2687345,0,0,
65536,16323980,0,0,
0,0,12586,1309482,
0,0,79884,16676924,
27501,2366231,0,0,
68428,16996214,0,0,
0,0,11003,1366899,
0,0,83431,16975199,
24744,1889860,0,0,
73849,17756705,0,0,
