MsgOut,BytesOut,MsgIn,BytesIn
1551,747873,0,0,
0,0,3534,690744,
0,0,2954,1000450,
3625,895787,0,0,
2670,1050774,0,0,
0,0,5029,1281703,
0,0,4005,1122047,
4649,1003823,0,0,
3966,1476738,0,0,
0,0,6632,2090694,
0,0,5565,1244367,
5151,1466285,0,0,
5814,1713536,0,0,
0,0,9724,2800428,
0,0,6718,1406408,
9099,1720149,0,0,
6898,2421550,0,0,
0,0,12580,2823940,
0,0,10725,2504163,
8643,1237757,0,0,
13195,3897949,0,0,
0,0,9841,2105907,
0,0,17538,4139698,
8346,1383298,0,0,
15945,4394559,0,0,
0,0,11245,2288777,
0,0,20605,4838975,
9263,1558773,0,0,
17951,4713845,0,0,
0,0,12112,2520046,
0,0,24088,5384340,
8727,1260921,0,0,
21815,5823999,0,0,
0,0,13906,3080218,
0,0,26240,5701588,
9270,1607974,0,0,
25506,6396372,0,0,
0,0,14595,3366471,
0,0,29782,6302248,
9647,2193683,0,0,
28033,6793341,0,0,
0,0,15570,2965508,
0,0,33400,7551150,
10645,1419157,0,0,
33860,8581516,0,0,
0,0,13342,1959712,
0,0,39518,9258598,
11985,2262385,0,0,
37023,9072017,0,0,
0,0,9752,1022124,
0,0,47880,10882372,
13290,3135774,0,0,
38975,9336569,0,0,
0,0,7390,1076846,
0,0,54907,11837765,
12951,2075381,0,0,
43416,10945426,0,0,
0,0,8555,1839861,
0,0,58461,12675731,
15701,1638557,0,0,
44773,11704913,0,0,
0,0,9440,3000822,
0,0,62270,13513538,
15326,1138046,0,0,
49702,12735352,0,0,
0,0,10281,3292211,
0,0,67546,14786850,
18994,1403548,0,0,
51390,13007970,0,0,
0,0,12797,4221519,
0,0,70168,15221866,
19823,1749691,0,0,
56277,13273543,0,0,
0,0,14365,4926961,
0,0,72860,15848832,
21328,1987652,0,0,
61501,13767137,0,0,
0,0,15092,4885588,
0,0,75971,17002423,
22397,1892065,0,0,
68567,14809999,0,0,
0,0,15555,3851365,
0,0,78696,18596638,
20269,1629315,0,0,
75536,15702234,0,0,
0,0,12377,1707229,
0,0,86344,21225380,
19060,1379610,0,0,
79201,16411875,0,0,
0,0,12848,2286212,
0,0,88476,21387630,
18748,1667106,0,0,
82688,16627006,0,0,
0,0,10742,1729818,
0,0,93054,22436172,
21586,1998140,0,0,
83087,16671719,0,0,
0,0,11802,1812032,
0,0,93404,22626496,
22248,1655050,0,0,
85964,17313600,0,0,
0,0,10458,1364210,
0,0,96288,23325014,
21708,1672906,0,0,
87484,17405066,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,1,75,
0,0,0,0,
0,0,0,0,
2,46,0,0,
0,0,3,171,
0,0,0,0,
1,21,0,0,
3,121,0,0,
0,0,5,267,
0,0,0,0,
1,21,0,0,
4,196,0,0,
0,0,5,267,
0,0,2,150,
2,96,0,0,
5,271,0,0,
0,0,3,117,
0,0,5,375,
1,75,0,0,
7,367,0,0,
0,0,11,7493,
0,0,5,375,
20,17788,0,0,
9,517,0,0,
0,0,166,89888,
0,0,32,8488,
194,121218,0,0,
15,4783,0,0,
0,0,477,167223,
0,0,224,133828,
568,264306,0,0,
314,111586,0,0,
0,0,1008,248522,
0,0,473,186649,
1021,457397,0,0,
845,325225,0,0,
0,0,1575,447977,
0,0,1103,216123,
1912,977204,0,0,
1014,342880,0,0,
0,0,2933,706829,
0,0,1359,286029,
2022,802856,0,0,
2197,1043405,0,0,
0,0,3393,567645,
0,0,2996,669766,
2565,953011,0,0,
3481,1555449,0,0,
0,0,5349,1066443,
0,0,3883,715757,
3535,1229143,0,0,
4238,1998646,0,0,
0,0,6047,1126119,
0,0,7055,1457419,
3791,1526245,0,0,
6574,2839594,0,0,
0,0,6461,1123747,
0,0,11226,2322974,
5526,2514330,0,0,
7376,2918512,0,0,
0,0,7258,1515216,
0,0,14023,2903699,
6435,3154821,0,0,
10231,3365129,0,0,
0,0,9185,1539793,
0,0,16238,3839582,
6984,2783324,0,0,
12153,4947287,0,0,
0,0,9977,1827737,
0,0,20238,4633256,
6033,2208187,0,0,
18058,7130950,0,0,
0,0,10517,2035265,
0,0,22957,5360513,
6773,1657605,0,0,
22518,8927406,0,0,
0,0,9975,1869483,
0,0,27190,6379992,
7895,2418749,0,0,
25674,9755622,0,0,
0,0,9826,2008410,
0,0,29574,6878926,
10546,3011478,0,0,
27529,10630653,0,0,
0,0,11341,889343,
0,0,34610,8533796,
12056,3717542,0,0,
28804,11172096,0,0,
0,0,9692,1187810,
0,0,38606,8736448,
12198,3655022,0,0,
31546,12445182,0,0,
0,0,13333,1680739,
0,0,39258,8907860,
11347,2794053,0,0,
35005,14262495,0,0,
0,0,11257,629811,
0,0,47088,10592616,
15779,3119463,0,0,
35609,14891499,0,0,
0,0,12876,956198,
0,0,53017,11100863,
16559,4017085,0,0,
38037,15177569,0,0,
0,0,9205,1065595,
0,0,60322,11665766,
14305,3387887,0,0,
46112,17153292,0,0,
0,0,12196,1385520,
0,0,62774,12022298,
13716,3106654,0,0,
50438,18674138,0,0,
0,0,10515,1304359,
0,0,69390,12914246,
13716,3006498,0,0,
55589,19863207,0,0,
0,0,14284,1043506,
0,0,72410,14110678,
13130,2275608,0,0,
60449,21493041,0,0,
0,0,12010,1300548,
0,0,81359,14935697,
13556,2588354,0,0,
63203,21763037,0,0,
0,0,11853,1489537,
0,0,85713,15401771,
17699,2452269,0,0,
67671,23153969,0,0,
0,0,13470,1541390,
0,0,87127,15950313,
16946,2585134,0,0,
71122,23855100,0,0,
0,0,12381,1280843,
0,0,91677,16703037,
13172,2064730,0,0,
78009,24951297,0,0,
0,0,12375,1436355,
0,0,93830,16860646,
13866,2240942,0,0,
78854,25112422,0,0,
0,0,13025,1411893,
0,0,94496,17089332,
14247,2073889,0,0,
79692,25484142,0,0,
0,0,11929,1400117,
0,0,96600,17220082,
13928,2116678,0,0,
81987,25610193,0,0,
0,0,9651,1085101,
0,0,99109,17575805,
10845,1949817,0,0,
86107,25851735,0,0,
0,0,6685,925821,
0,0,102533,17748965,
10090,1231142,0,0,
87644,26594216,0,0,
0,0,2945,167087,
0,0,106277,18507913,
8698,1171394,0,0,
89040,26654168,0,0,
0,0,2154,127360,
0,0,107068,18547640,
6698,1060448,0,0,
91040,26765114,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,2,96,
0,0,0,0,
1,21,0,0,
2,46,0,0,
0,0,3,171,
0,0,0,0,
1,21,0,0,
3,121,0,0,
0,0,3,171,
0,0,1,75,
1,21,0,0,
4,196,0,0,
0,0,4,246,
0,0,1,75,
1,21,0,0,
5,271,0,0,
0,0,4,246,
0,0,2,150,
0,0,0,0,
7,367,0,0,
0,0,17,10733,
0,0,3,225,
18,15702,0,0,
8,442,0,0,
0,0,200,86550,
0,0,16,11788,
235,140055,0,0,
13,3665,0,0,
0,0,514,275330,
0,0,159,48723,
638,349754,0,0,
104,71636,0,0,
0,0,1159,482757,
0,0,500,208324,
1316,599470,0,0,
292,218796,0,0,
0,0,2003,775059,
0,0,780,334602,
2050,1007550,0,0,
716,365494,0,0,
0,0,1392,763530,
0,0,2580,873086,
3253,1481577,0,0,
1186,574064,0,0,
0,0,2418,940366,
0,0,3215,1215983,
3885,1330885,0,0,
2822,1436512,0,0,
0,0,3461,1043275,
0,0,4847,1566341,
5459,2016183,0,0,
4789,1591157,0,0,
0,0,3524,670878,
0,0,6939,2300799,
7805,2956999,0,0,
6424,2220346,0,0,
0,0,2491,328589,
0,0,10268,3075000,
9432,4002230,0,0,
8755,2980419,0,0,
0,0,4435,593421,
0,0,12063,3311637,
11624,4572378,0,0,
10014,3998178,0,0,
0,0,8396,1254040,
0,0,12204,3456734,
10018,2546926,0,0,
16137,7344071,0,0,
0,0,9610,1558102,
0,0,14413,3742129,
10187,2272599,0,0,
19789,8524173,0,0,
0,0,8995,1462781,
0,0,20442,4808346,
10682,2359516,0,0,
22966,9095568,0,0,
0,0,8143,1287767,
0,0,26460,5982556,
10848,1844806,0,0,
28067,10626921,0,0,
0,0,14566,1868626,
0,0,28998,6464202,
12760,2470692,0,0,
30115,10815873,0,0,
0,0,11017,1300451,
0,0,36959,8048013,
15258,2648298,0,0,
32275,11347147,0,0,
0,0,12775,2118149,
0,0,40022,8407922,
13998,2612456,0,0,
37313,12309553,0,0,
0,0,15657,2311463,
0,0,43524,9478972,
15450,2970654,0,0,
39427,12895231,0,0,
0,0,12698,1606370,
0,0,50238,10937648,
15306,2900500,0,0,
44257,13811671,0,0,
0,0,12051,1983489,
0,0,55039,11462889,
15015,2170809,0,0,
49325,15242713,0,0,
0,0,14855,2655059,
0,0,56767,11749125,
14447,2086977,0,0,
52316,15648184,0,0,
0,0,13280,2895062,
0,0,61844,12521878,
18301,2370327,0,0,
52950,15885248,0,0,
0,0,14344,1963446,
0,0,65001,14380341,
19012,2406192,0,0,
56609,16428341,0,0,
0,0,16729,1765653,
0,0,67252,15355524,
21482,3086386,0,0,
58543,16557877,0,0,
0,0,17578,2486808,
0,0,70202,15689520,
21971,3039775,0,0,
60812,17099104,0,0,
0,0,19777,3571055,
0,0,71010,15730278,
20777,2618631,0,0,
64367,17810077,0,0,
0,0,20650,3335042,
0,0,73731,16719959,
27212,2675670,0,0,
70854,18616202,0,0,
0,0,18307,2370589,
0,0,79582,18214454,
25886,2521732,0,0,
76074,19213234,0,0,
0,0,14032,1258006,
0,0,86400,19668642,
22487,1911267,0,0,
84168,20147042,0,0,
0,0,9641,657313,
0,0,92885,20518691,
19743,1305673,0,0,
88697,20958745,0,0,
0,0,8186,561442,
0,0,94849,20683175,
10699,830765,0,0,
98340,21549510,0,0,
0,0,6491,373881,
0,0,96686,20886060,
7624,496458,0,0,
101699,21917023,0,0,
0,0,5335,257439,
0,0,97842,21002502,
7497,480847,0,0,
101826,21932634,0,0,
0,0,3444,168682,
0,0,99839,21094655,
6562,359630,0,0,
102762,22053926,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,2,96,
0,0,0,0,
1,21,0,0,
2,46,0,0,
0,0,4,192,
0,0,0,0,
2,42,0,0,
3,121,0,0,
0,0,4,182,
0,0,1,75,
2,42,0,0,
4,196,0,0,
0,0,4,182,
0,0,2,150,
2,42,0,0,
5,271,0,0,
0,0,5,247,
0,0,2,150,
2,42,0,0,
6,346,0,0,
0,0,48,29974,
0,0,9,4381,
44,24626,0,0,
7,421,0,0,
0,0,311,156065,
0,0,94,67064,
377,153031,0,0,
72,32164,0,0,
0,0,869,426163,
0,0,327,169165,
734,323022,0,0,
282,82962,0,0,
0,0,1502,849440,
0,0,873,298785,
1889,431893,0,0,
879,420659,0,0,
0,0,1946,1077532,
0,0,1952,693168,
2676,862684,0,0,
1349,468269,0,0,
0,0,2663,1201975,
0,0,3331,1227639,
3519,930625,0,0,
3096,1025742,0,0,
0,0,3684,825010,
0,0,4547,2133579,
4568,1610884,0,0,
4563,1193267,0,0,
0,0,6747,1361815,
0,0,5719,2551455,
4220,1276144,0,0,
7111,2374833,0,0,
0,0,7438,1696342,
0,0,8643,3335137,
5133,1755453,0,0,
8343,2697883,0,0,
0,0,5804,1272846,
0,0,14758,4738906,
6225,2386191,0,0,
10800,3010136,0,0,
0,0,7253,1633639,
0,0,16826,5360272,
7037,2679541,0,0,
12643,3793933,0,0,
0,0,9997,1819195,
0,0,18534,6202286,
8066,2291648,0,0,
15173,5120173,0,0,
0,0,11184,2053884,
0,0,20083,6610551,
11346,2592070,0,0,
16489,5685757,0,0,
0,0,9522,2050764,
0,0,23790,7288324,
10977,2767533,0,0,
19435,6323579,0,0,
0,0,8745,964413,
0,0,27383,9010067,
12039,3004651,0,0,
23387,7234727,0,0,
0,0,11739,1153865,
0,0,27828,9340418,
13110,2590232,0,0,
27279,8552847,0,0,
0,0,9242,1261922,
0,0,32628,9921876,
13942,3144824,0,0,
28839,8890015,0,0,
0,0,10916,1615332,
0,0,34826,10588776,
13120,2476578,0,0,
36835,10689473,0,0,
0,0,12032,1371138,
0,0,36724,11561666,
11113,2241143,0,0,
45408,12155866,0,0,
0,0,15979,1687237,
0,0,39815,11848905,
11206,2274764,0,0,
50467,13275601,0,0,
0,0,18882,1578896,
0,0,43239,12580373,
11804,1286070,0,0,
57078,15524698,0,0,
0,0,18365,1808291,
0,0,50095,13049229,
11541,1920603,0,0,
59790,15785358,0,0,
0,0,17053,2344109,
0,0,56051,13633335,
10727,2692797,0,0,
63127,16104877,0,0,
0,0,19062,3367736,
0,0,62346,14104704,
9317,2454587,0,0,
67806,17290938,0,0,
0,0,15070,2915560,
0,0,69990,15709292,
9980,2237100,0,0,
69527,18341785,0,0,
0,0,14059,1969117,
0,0,73962,17522290,
9592,2439836,0,0,
73377,19175165,0,0,
0,0,13624,1652742,
0,0,77970,18406842,
12812,2860944,0,0,
74788,19802520,0,0,
0,0,14642,1555396,
0,0,80012,18938372,
14116,3546748,0,0,
77498,20054670,0,0,
0,0,14459,1640105,
0,0,82194,19124906,
5427,896023,0,0,
90386,23362108,0,0,
0,0,14771,1657901,
0,0,83224,19248996,
5690,1135612,0,0,
91452,23594542,0,0,
0,0,14659,1674539,
0,0,84813,19407455,
3326,811266,0,0,
94573,24148439,0,0,
0,0,15391,1489133,
0,0,85703,19682415,
2625,633225,0,0,
95678,24456388,0,0,
0,0,12438,1331704,
0,0,89511,19883737,
4048,315410,0,0,
96123,24873621,0,0,
0,0,9772,1182818,
0,0,92275,20036439,
3665,227381,0,0,
96749,24969027,0,0,
0,0,6008,1000032,
0,0,96040,20219300,
3087,178925,0,0,
97328,25017558,0,0,
0,0,5933,995893,
0,0,96141,20224223,
1023,73791,0,0,
99393,25122767,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,1,75,
0,0,0,0,
0,0,0,0,
2,46,0,0,
0,0,1,75,
0,0,1,75,
0,0,0,0,
3,121,0,0,
0,0,2,150,
0,0,1,75,
0,0,0,0,
4,196,0,0,
0,0,3,215,
0,0,1,75,
0,0,0,0,
5,271,0,0,
0,0,4,246,
0,0,2,140,
0,0,0,0,
6,346,0,0,
0,0,77,51279,
0,0,12,7610,
78,56252,0,0,
11,3569,0,0,
0,0,353,226741,
0,0,96,40294,
356,188282,0,0,
86,58818,0,0,
0,0,961,362661,
0,0,483,278641,
933,232063,0,0,
421,253329,0,0,
0,0,1597,572243,
0,0,799,331603,
1451,448601,0,0,
763,307457,0,0,
0,0,2552,796798,
0,0,1228,530196,
2175,586441,0,0,
1743,559991,0,0,
0,0,3502,1104458,
0,0,2712,786650,
3245,986583,0,0,
2457,724581,0,0,
0,0,5336,1342462,
0,0,4732,1382108,
4717,1049017,0,0,
3678,1248848,0,0,
0,0,7643,2288009,
0,0,6186,1756190,
5147,1266899,0,0,
5222,1590414,0,0,
0,0,10551,3184877,
0,0,9416,2597174,
6657,1634527,0,0,
6567,1707647,0,0,
0,0,9503,3742123,
0,0,14349,3671169,
7487,1264417,0,0,
8245,2516981,0,0,
0,0,11223,3255343,
0,0,17030,5653596,
9053,1250737,0,0,
12807,3339103,0,0,
0,0,8940,2938856,
0,0,23428,7019910,
8584,1278338,0,0,
18878,4251386,0,0,
0,0,10677,3384629,
0,0,25802,7567568,
10142,1673694,0,0,
22085,4681309,0,0,
0,0,11912,4283012,
0,0,27997,7920113,
10768,2274848,0,0,
25217,5108635,0,0,
0,0,10050,2820840,
0,0,34095,10439025,
10301,1757819,0,0,
32389,6524835,0,0,
0,0,13226,3609712,
0,0,35465,10654359,
13722,2365498,0,0,
34644,6856112,0,0,
0,0,15892,3768544,
0,0,37022,11438468,
14212,2599438,0,0,
37099,7341057,0,0,
0,0,16215,4008335,
0,0,43903,12632833,
15353,2113085,0,0,
41841,8809171,0,0,
0,0,18673,3630577,
0,0,47331,14234253,
17298,2400956,0,0,
44011,9188197,0,0,
0,0,15523,1996083,
0,0,55236,16848200,
19140,2230374,0,0,
45785,9807117,0,0,
0,0,18939,2424675,
0,0,58604,17527856,
21613,2510155,0,0,
47082,9918400,0,0,
0,0,20638,3124976,
0,0,63700,18362884,
17891,1356389,0,0,
56557,11883943,0,0,
0,0,21538,2250064,
0,0,67234,20269144,
17956,1627714,0,0,
59907,12298905,0,0,
0,0,20258,2319848,
0,0,72724,21055868,
23492,2172462,0,0,
63301,12629339,0,0,
0,0,17293,2643087,
0,0,79199,21643935,
23831,2386423,0,0,
70401,13602405,0,0,
0,0,18100,2777674,
0,0,83262,22498712,
21002,1881756,0,0,
76725,14797475,0,0,
0,0,19488,2729474,
0,0,85624,23347100,
23403,1413373,0,0,
83564,15824828,0,0,
0,0,18269,2049345,
0,0,89445,24389051,
24577,1366103,0,0,
85818,16142114,0,0,
0,0,18159,1719943,
0,0,91571,25061353,
23442,1482406,0,0,
88584,16251020,0,0,
0,0,20344,1681726,
0,0,92961,25457975,
23298,1592748,0,0,
89961,16345805,0,0,
0,0,19040,1744910,
0,0,95930,25601402,
19575,1509025,0,0,
94576,16575870,0,0,
0,0,12338,977970,
0,0,103954,26547386,
15014,1000316,0,0,
99487,17132217,0,0,
0,0,9211,584369,
0,0,107147,26960901,
9211,579377,0,0,
105332,17560040,0,0,
0,0,7542,490486,
0,0,108817,27054859,
5395,335375,0,0,
109244,17807222,0,0,
0,0,6772,375580,
0,0,109593,27174087,
2439,130661,0,0,
112210,18012302,0,0,
0,0,6080,344778,
0,0,110285,27204889,
2439,130661,0,0,
112210,18012302,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,0,0,
0,0,1,75,
0,0,0,0,
2,46,0,0,
0,0,0,0,
0,0,2,150,
0,0,0,0,
3,121,0,0,
0,0,1,75,
0,0,2,150,
0,0,0,0,
4,196,0,0,
0,0,0,0,
0,0,4,300,
0,0,0,0,
5,271,0,0,
0,0,0,0,
0,0,5,375,
0,0,0,0,
6,346,0,0,
0,0,44,26804,
0,0,7,2461,
93,84945,0,0,
7,421,0,0,
0,0,281,88961,
0,0,102,64364,
459,347765,0,0,
54,37470,0,0,
0,0,769,297827,
0,0,220,70390,
1021,617071,0,0,
172,131606,0,0,
0,0,910,401822,
0,0,755,242867,
1871,988813,0,0,
466,255410,0,0,
0,0,1691,649929,
0,0,1109,481287,
1820,1014960,0,0,
1674,822688,0,0,
0,0,3062,1095216,
0,0,1493,644389,
2856,1672450,0,0,
2092,1055614,0,0,
0,0,4605,1640351,
0,0,2360,1000980,
3474,2105006,0,0,
3243,1617723,0,0,
0,0,5983,1987919,
0,0,4140,1708446,
4571,2076441,0,0,
5253,2787065,0,0,
0,0,5540,1121102,
0,0,9240,3822594,
5229,1487905,0,0,
8374,4372254,0,0,
0,0,5317,1429033,
0,0,12492,4530940,
6742,1910262,0,0,
9696,4770132,0,0,
0,0,6121,1878383,
0,0,14152,5036374,
8622,1911786,0,0,
12725,5898457,0,0,
0,0,6624,2019362,
0,0,16560,5892206,
7970,2385290,0,0,
17248,6758074,0,0,
0,0,8535,2802105,
0,0,18669,6010621,
9856,3027528,0,0,
18131,7200967,0,0,
0,0,9678,2834296,
0,0,21062,6809220,
10581,2918523,0,0,
21817,8409507,0,0,
0,0,13934,2902198,
0,0,25349,7785569,
11719,3544569,0,0,
24406,8699340,0,0,
0,0,12712,2181410,
0,0,29988,9550354,
10995,3919637,0,0,
27961,9205043,0,0,
0,0,15231,2388183,
0,0,35147,10918749,
13945,4149975,0,0,
30654,9910626,0,0,
0,0,17081,3116829,
0,0,39928,11736066,
12842,2857612,0,0,
34295,11841687,0,0,
0,0,12725,3291321,
0,0,48294,12991560,
16940,2823970,0,0,
38297,12897187,0,0,
0,0,12218,2931362,
0,0,55860,15086744,
8530,2236748,0,0,
51073,14195189,0,0,
0,0,11599,2682297,
0,0,61068,16556496,
13096,2855470,0,0,
55249,14811011,0,0,
0,0,13335,2824501,
0,0,62775,17354305,
13371,2529129,0,0,
60722,16356830,0,0,
0,0,11217,2457469,
0,0,68676,18387088,
12976,1876824,0,0,
68641,18048861,0,0,
0,0,15091,2733473,
0,0,70729,19173757,
15251,1842929,0,0,
71592,19066202,0,0,
0,0,17568,3206870,
0,0,73898,19752998,
15830,1829026,0,0,
75682,19624804,0,0,
0,0,18866,3508876,
0,0,76121,20150157,
15390,1897688,0,0,
79307,19952815,0,0,
0,0,20155,3705217,
0,0,80021,20649041,
15181,1751427,0,0,
82400,20401908,0,0,
0,0,19082,3812376,
0,0,83537,21059347,
15295,1438791,0,0,
84578,20920192,0,0,
0,0,15992,2395346,
0,0,89060,22808986,
16448,1650962,0,0,
85771,20994325,0,0,
0,0,15757,2080353,
0,0,92934,23544278,
10894,1374678,0,0,
94186,21593052,0,0,
0,0,13626,1803250,
0,0,96109,24021511,
9299,945569,0,0,
97210,22215478,0,0,
0,0,9465,906651,
0,0,100727,25021959,
6726,709216,0,0,
100083,22535979,0,0,
0,0,5352,506672,
0,0,104887,25434983,
3090,521018,0,0,
103747,22731321,0,0,
0,0,5153,313451,
0,0,105366,25638078,
2095,247863,0,0,
104932,23010378,0,0,
0,0,2895,161023,
0,0,107625,25790581,
1233,204269,0,0,
105820,23054756,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,1,21,
0,0,1,75,
1,21,0,0,
2,46,0,0,
0,0,2,96,
0,0,1,75,
0,0,0,0,
4,142,0,0,
0,0,3,171,
0,0,1,75,
0,0,0,0,
5,217,0,0,
0,0,3,171,
0,0,2,150,
0,0,0,0,
6,292,0,0,
0,0,4,236,
0,0,2,150,
0,0,0,0,
7,367,0,0,
0,0,61,31571,
0,0,10,5494,
123,102237,0,0,
8,442,0,0,
0,0,201,69383,
0,0,76,43348,
389,270949,0,0,
148,129422,0,0,
0,0,560,109618,
0,0,281,98081,
987,555175,0,0,
326,275108,0,0,
0,0,1163,278111,
0,0,427,110195,
1548,935152,0,0,
680,425174,0,0,
0,0,1784,549016,
0,0,683,163111,
2344,1375028,0,0,
1180,781986,0,0,
0,0,2074,295046,
0,0,2149,843287,
2899,1820239,0,0,
2083,1328247,0,0,
0,0,3208,665820,
0,0,2509,860515,
3873,2233053,0,0,
2853,1905709,0,0,
0,0,4209,541653,
0,0,4728,1538656,
5031,2746323,0,0,
3918,2624116,0,0,
0,0,5124,807046,
0,0,6447,1858893,
5619,3681945,0,0,
5722,2819248,0,0,
0,0,7532,1594464,
0,0,9871,2247679,
7447,4412881,0,0,
7068,3362308,0,0,
0,0,7221,2476947,
0,0,13455,2598719,
8941,4518693,0,0,
8891,4473477,0,0,
0,0,10285,2576549,
0,0,15713,3887863,
9559,3259555,0,0,
15070,7246344,0,0,
0,0,7741,1602227,
0,0,22990,6005418,
9264,2351298,0,0,
18674,9260526,0,0,
0,0,10128,2057832,
0,0,24586,6639008,
10617,2715281,0,0,
19905,9625869,0,0,
0,0,9842,2413034,
0,0,31205,7546015,
13481,2962867,0,0,
21765,9998107,0,0,
0,0,10055,2321233,
0,0,35188,8965762,
16763,3573445,0,0,
26278,10381936,0,0,
0,0,13160,2579088,
0,0,37517,9901883,
15986,3765742,0,0,
30287,11174417,0,0,
0,0,10740,2075698,
0,0,44763,11433897,
16844,3373996,0,0,
36870,12681716,0,0,
0,0,9568,1493344,
0,0,50535,12820987,
16535,2644715,0,0,
41210,14033448,0,0,
0,0,13059,2182317,
0,0,52495,13237283,
15712,1908994,0,0,
46384,15643024,0,0,
0,0,14144,2828692,
0,0,55236,13854402,
17162,2833240,0,0,
50185,15856923,0,0,
0,0,15944,2247810,
0,0,59138,15645808,
14525,1887061,0,0,
56414,17531668,0,0,
0,0,15612,1431610,
0,0,64982,17192096,
17572,2458304,0,0,
57884,17613220,0,0,
0,0,15006,1705720,
0,0,69276,17624396,
20459,2745225,0,0,
62984,18280874,0,0,
0,0,17288,2468066,
0,0,70158,17705570,
19465,3393635,0,0,
67392,18486126,0,0,
0,0,19643,2883591,
0,0,74440,18276126,
16608,3083104,0,0,
73209,19507097,0,0,
0,0,16708,2430528,
0,0,81581,19442727,
20500,1400126,0,0,
76088,21826262,0,0,
0,0,16378,2721776,
0,0,83435,19570281,
15693,1272393,0,0,
84416,22312046,0,0,
0,0,16073,3005359,
0,0,85267,19663293,
15852,1164224,0,0,
85744,22803916,0,0,
0,0,14986,2885818,
0,0,89436,20142702,
15128,1229998,0,0,
88314,23082948,0,0,
0,0,14804,2133534,
0,0,91147,21119185,
14333,1321977,0,0,
89791,23207977,0,0,
0,0,9752,1651848,
0,0,96854,21696754,
6258,538842,0,0,
99210,24087474,0,0,
0,0,6709,1456693,
0,0,100312,21914700,
4615,438867,0,0,
100872,24192300,0,0,
0,0,6101,536625,
0,0,101312,22846822,
4420,301346,0,0,
101068,24329896,0,0,
0,0,4769,438781,
0,0,102645,22944731,
4067,266017,0,0,
101422,24365300,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,0,0,
0,0,1,75,
0,0,0,0,
2,46,0,0,
0,0,0,0,
0,0,2,150,
0,0,0,0,
3,121,0,0,
0,0,1,75,
0,0,2,150,
0,0,0,0,
4,196,0,0,
0,0,3,171,
0,0,2,150,
0,0,0,0,
5,271,0,0,
0,0,3,171,
0,0,3,225,
0,0,0,0,
6,346,0,0,
0,0,185,113727,
0,0,45,13945,
167,89065,0,0,
12,4612,0,0,
0,0,477,206369,
0,0,212,127938,
654,225630,0,0,
53,36401,0,0,
0,0,975,478715,
0,0,640,197712,
963,292395,0,0,
623,223211,0,0,
0,0,1418,627136,
0,0,1229,511661,
1839,588109,0,0,
726,284710,0,0,
0,0,2350,883062,
0,0,1479,659585,
2861,712041,0,0,
1171,534253,0,0,
0,0,2469,970489,
0,0,3158,1129218,
3692,913694,0,0,
2669,919839,0,0,
0,0,4127,1353227,
0,0,4273,1513821,
4821,1346655,0,0,
3773,1136415,0,0,
0,0,3972,981242,
0,0,6273,2537443,
4171,851579,0,0,
9066,2420380,0,0,
0,0,4803,768885,
0,0,8873,3381225,
5359,1279845,0,0,
12720,3186210,0,0,
0,0,4867,1281629,
0,0,11946,3728996,
5911,1624273,0,0,
16103,3974363,0,0,
0,0,7325,1114107,
0,0,14793,4802373,
6336,2338572,0,0,
19081,4743929,0,0,
0,0,10404,1756658,
0,0,15495,4912337,
8827,3183817,0,0,
20611,5267121,0,0,
0,0,9099,1859599,
0,0,20884,5827258,
11554,4497050,0,0,
21887,5357645,0,0,
0,0,9202,2032180,
0,0,24119,6692915,
9201,3271927,0,0,
28579,7800879,0,0,
0,0,11547,2445243,
0,0,29266,7390658,
10395,3349375,0,0,
30696,9198218,0,0,
0,0,14795,2698775,
0,0,33238,7943524,
10821,3383565,0,0,
35609,10426733,0,0,
0,0,12833,3071027,
0,0,41571,8781691,
9967,2807101,0,0,
39236,12039550,0,0,
0,0,10840,2815404,
0,0,46960,10222806,
11403,1692495,0,0,
43143,14118839,0,0,
0,0,9237,2758197,
0,0,51136,10983108,
10283,1736517,0,0,
48237,15035753,0,0,
0,0,11147,1850375,
0,0,54887,12600079,
12162,2273548,0,0,
49978,15573910,0,0,
0,0,10949,1752307,
0,0,60343,13521273,
11000,2273070,0,0,
54204,16422336,0,0,
0,0,12428,2108580,
0,0,64477,14114701,
16120,2627772,0,0,
55380,16948920,0,0,
0,0,12625,2233561,
0,0,67617,14966659,
17353,2711433,0,0,
57799,17754471,0,0,
0,0,17120,3266734,
0,0,71251,15202483,
20636,3132428,0,0,
59875,18343587,0,0,
0,0,16747,2427649,
0,0,77389,16958677,
23458,3043592,0,0,
62244,19356840,0,0,
0,0,13830,1709460,
0,0,82812,18135018,
18832,1892964,0,0,
71698,21247624,0,0,
0,0,15818,1407370,
0,0,85036,18830704,
18446,2143314,0,0,
77777,22037623,0,0,
