InConnections,,,, InConnections (Old),,,, OutConnections,,,, OutConnections(Old)
MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,
0,0,0,0,0,319,0,225,23,1805,22,1090,145,0,72,0,
0,0,0,0,0,747,0,1183,42,6730,52,2828,330,0,135,0,
0,0,0,0,0,2570,0,234377,102,7122,152,2939,334,0,137,0,
0,0,0,0,0,1441846,0,3252563,338,7512,614,3017,344,0,140,0,
0,0,0,0,0,4614389,0,8949730,717,7902,1245,3056,355,0,141,0,
0,0,0,0,0,7997635,0,14615208,1102,8370,1862,3173,364,0,143,0,
0,0,0,0,0,11511208,0,20366983,1500,8598,2486,3251,371,0,145,0,
0,0,0,0,0,15065153,0,25804753,1893,8910,3050,3368,380,0,149,0,
0,0,0,0,0,16810063,0,440,15,0,23,205,4,0,27,0,
0,0,0,0,0,1007,0,1135,29,1131,42,1105,41,0,40,0,
0,0,0,0,0,1953,0,82775,64,1365,87,1261,47,0,44,0,
0,0,0,0,0,1038487,0,1139242,226,1521,254,1456,50,0,49,0,
0,0,0,0,0,3426910,0,3450386,506,1632,512,1651,54,0,54,0,
0,0,0,0,0,6025969,0,5675974,790,1788,760,1846,56,0,59,0,
0,0,0,0,0,8614836,0,8048454,1072,1827,1009,2041,58,0,64,0,
0,0,0,0,0,11183582,0,10181604,1337,1983,1232,2236,63,0,69,0,
0,0,0,0,0,12555780,0,11114235,1464,2256,904,3543765,558,0,2,0,
0,0,0,0,0,351,0,495,21,440,22,580,21,0,30,0,
0,0,0,0,0,1457,0,1756,46,635,49,736,25,0,35,0,
0,0,0,0,0,504819,0,645881,148,824,177,931,31,0,40,0,
0,0,0,0,0,2719089,0,2829091,423,1019,433,1126,36,0,45,0,
0,0,0,0,0,5615569,0,5396219,743,1214,720,1321,40,0,50,0,
0,0,0,0,0,8491812,0,7972263,1062,1370,1000,1516,45,0,55,0,
0,0,0,0,0,11397953,0,10555394,1369,1409,1261,1711,46,0,60,0,
0,0,0,0,0,13651036,0,12176573,1581,1721,1426,1861,53,0,69,0,
0,0,0,0,0,311,0,697,26,59,29,369,18,0,16,0,
0,0,0,0,0,1201,0,1156,37,911,35,1283,33,0,44,0,
0,0,0,0,0,122698,0,172616,81,911,87,1478,33,0,49,0,
0,0,0,0,0,1471066,0,1530460,277,1022,267,1673,37,0,54,0,
0,0,0,0,0,4062241,0,3552401,559,1178,490,1868,40,0,59,0,
0,0,0,0,0,6633136,0,5652397,838,1256,709,2063,42,0,63,0,
0,0,0,0,0,9284125,0,7705701,1116,1562,943,2180,51,0,67,0,
0,0,0,0,0,11663998,0,9387392,1353,1790,1114,2375,56,0,72,0,
0,0,0,0,0,12625886,0,6069144,1008,3739190,11,79,6,0,6,0,
0,0,0,0,0,818,0,893,23,707,25,1025,37,0,36,0,
0,0,0,0,0,1253,0,31875,42,1303,74,1220,42,0,41,0,
0,0,0,0,0,958092,0,1454531,218,1492,298,1415,45,0,45,0,
0,0,0,0,0,3547392,0,4652392,521,1759,647,1565,51,0,50,0,
0,0,0,0,0,6528267,0,7888258,847,1876,1010,1748,56,0,55,0,
0,0,0,0,0,9469084,0,10976424,1166,2104,1338,1943,61,0,60,0,
0,0,0,0,0,12459616,0,13979018,1480,2299,1664,2138,65,0,65,0,
0,0,0,0,0,14213670,0,15632321,1654,2377,1793,2372,70,0,74,0,
0,0,0,0,0,451,0,492,21,169,21,388,10,0,29,0,
0,0,0,0,0,1279,0,1260,41,551,35,913,21,0,34,0,
0,0,0,0,0,303822,0,373612,118,590,112,1069,24,0,38,0,
0,0,0,0,0,2156375,0,1834545,343,746,282,1225,26,0,42,0,
0,0,0,0,0,4700816,0,3598142,608,824,475,1420,29,0,47,0,
0,0,0,0,0,7245208,0,5400708,879,863,653,1609,29,0,52,0,
0,0,0,0,0,9829853,0,7177385,1155,863,853,1765,29,0,56,0,
0,0,0,0,0,11972353,0,8498001,1360,902,968,1960,30,0,61,0,
0,0,0,0,0,3662783,0,184,8,56,16,233,6,0,14,0,
0,0,0,0,0,963,0,846,24,949,29,1060,31,0,43,0,
0,0,0,0,0,61920,0,122638,67,1177,88,1249,37,0,48,0,
0,0,0,0,0,1320135,0,1622310,252,1333,285,1444,44,0,53,0,
0,0,0,0,0,3800840,0,3885276,536,1567,550,1639,47,0,58,0,
0,0,0,0,0,6401958,0,6266517,816,1723,807,1834,53,0,63,0,
0,0,0,0,0,8992799,0,8621335,1104,2074,1075,1990,60,0,67,0,
0,0,0,0,0,11432993,0,10743802,1351,2107,1271,2185,61,0,72,0,
0,0,0,0,0,12555001,0,7784953,981,4079423,904,3584250,536,0,9,0,
0,0,0,0,0,854,0,886,23,760,31,786,29,0,33,0,
0,0,0,0,0,1721,0,2104,51,916,67,981,32,0,38,0,
0,0,0,0,0,696547,0,878242,180,955,206,1131,33,0,42,0,
0,0,0,0,0,2862319,0,2782484,445,1033,423,1287,35,0,45,0,
0,0,0,0,0,5449337,0,4863075,720,1111,658,1404,37,0,49,0,
0,0,0,0,0,8026282,0,6973805,1006,1189,889,1560,39,0,53,0,
