InConnections,,,, InConnections (Old),,,, OutConnections,,,, OutConnections(Old)
MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,
0,0,0,0,0,387,0,214,29,75,9,795,4,0,51,0,
0,0,0,0,0,1332,0,193,29,2798,5,2413,77,0,106,0,
0,0,0,0,0,843,0,755355,138,94808,273,497068,180,0,303,0,
0,0,0,0,0,1091071,0,2445608,1268,1377350,906,6318101,2390,0,2418,0,
0,0,0,0,0,4289939,0,1194974,2539,6123306,2067,13267939,3736,0,5340,0,
0,0,0,0,0,8888235,0,5577263,3794,11310490,1952,24580848,6979,0,8841,0,
0,0,0,0,0,4162613,0,2298996,4690,21661934,1825,30367089,11128,0,13543,0,
0,0,0,0,0,9037649,0,1480869,3744,30386471,1251,36674929,17860,0,16300,0,
0,0,0,0,0,7308527,0,0,1,0,2,0,2,0,2,0,
0,0,0,0,0,161,0,321,3,367,3,717,9,0,13,0,
0,0,0,0,0,150,0,383209,77,122078,127,384779,110,0,198,0,
0,0,0,0,0,2142424,0,2008515,1215,1795557,872,4404654,1325,0,1830,0,
0,0,0,0,0,3179070,0,4585535,2476,9186148,1878,12656528,4644,0,6330,0,
0,0,0,0,0,3705972,0,2621320,1848,15016027,1485,19248717,9435,0,9372,0,
0,0,0,0,0,5555110,0,3869044,2193,26292648,2490,25255088,13610,0,12906,0,
0,0,0,0,0,2716877,0,3030331,2568,33476466,2033,34936025,16978,0,16612,0,
0,0,0,0,0,1407632,0,910079,2398,39242795,2180,38669158,19840,0,0,0,
0,0,0,0,0,130,0,86,2,251,4,471,6,0,12,0,
0,0,0,0,0,311,0,171,4,1163,3,1427,20,0,29,0,
0,0,0,0,0,701769,0,890277,460,1196452,737,1259277,488,0,866,0,
0,0,0,0,0,2843317,0,4168428,1381,7066166,1448,7302781,2904,0,3221,0,
0,0,0,0,0,2498604,0,2052034,2473,15783434,1904,17512051,7795,0,7340,0,
0,0,0,0,0,2582413,0,3736107,2206,23813538,1689,22321667,10869,0,10784,0,
0,0,0,0,0,3490819,0,2590248,2504,30207558,2333,28765994,13703,0,15180,0,
0,0,0,0,0,3068202,0,360863,1909,37606815,1316,34415198,16915,0,18633,0,
0,0,0,0,0,21,0,0,0,46,1,440,3,0,6,0,
0,0,0,0,0,96,0,385,4,893,6,1126,17,0,20,0,
0,0,0,0,0,355603,0,1351580,218,285598,437,1525964,256,0,508,0,
0,0,0,0,0,2412466,0,1561427,1583,2854679,843,8040950,2722,0,2717,0,
0,0,0,0,0,3996008,0,3220286,1567,11653221,2037,12180791,5219,0,5473,0,
0,0,0,0,0,5413756,0,4345583,2205,21167072,2020,21808565,8252,0,10259,0,
0,0,0,0,0,1129651,0,2883484,1926,32153126,2292,30045300,13831,0,15734,0,
0,0,0,0,0,2791945,0,2020573,1954,37318059,1276,37135219,17163,0,19539,0,
0,0,0,0,0,751788,0,852333,1053,41070349,0,0,0,0,0,0,
0,0,0,0,0,365,0,140,5,271,2,600,6,0,8,0,
0,0,0,0,0,450,0,180982,29,861,116,102137,23,0,80,0,
0,0,0,0,0,2324594,0,3220428,809,2193534,802,3171140,772,0,1531,0,
0,0,0,0,0,3759579,0,2415008,2305,11549490,1261,10926757,4424,0,4553,0,
0,0,0,0,0,2938813,0,4977183,1804,19298031,2561,21096886,8131,0,9272,0,
0,0,0,0,0,3932357,0,2137716,2711,23456321,3072,29746765,11414,0,13731,0,
0,0,0,0,0,2522496,0,2057162,2507,33498296,1376,38373758,16671,0,18750,0,
0,0,0,0,0,1626038,0,1083668,1926,38656063,1728,41874140,20113,0,21048,0,
0,0,0,0,0,21,0,171,4,121,6,311,5,0,14,0,
0,0,0,0,0,397,0,75,6,967,2,1339,18,0,25,0,
0,0,0,0,0,682643,0,857682,371,1070516,592,2060401,615,0,1168,0,
0,0,0,0,0,3993213,0,3210561,2012,2745580,1595,8368536,2645,0,2794,0,
0,0,0,0,0,6158023,0,1817352,1783,12873507,1828,13873417,6530,0,6341,0,
0,0,0,0,0,4102367,0,2185548,2531,23109329,2271,19760163,9342,0,9867,0,
0,0,0,0,0,4521233,0,2119066,2447,32918097,2951,25184440,12895,0,13812,0,
0,0,0,0,0,1826101,0,3241985,1838,38631400,3226,30197798,16619,0,19357,0,
0,0,0,0,0,325784,0,0,1,0,1,0,2,0,1,0,
0,0,0,0,0,150,0,300,3,421,6,450,9,0,9,0,
0,0,0,0,0,402845,0,795850,160,272874,280,928403,204,0,347,0,
0,0,0,0,0,2072873,0,2158883,913,3276999,1142,5217861,1216,0,2676,0,
0,0,0,0,0,4338452,0,6294993,2707,9426114,1861,15661948,6134,0,7260,0,
0,0,0,0,0,2947558,0,4204822,1999,19017255,1863,27411612,9831,0,10476,0,
0,0,0,0,0,3514571,0,2944399,2194,28267950,2355,34128108,14575,0,15100,0,
0,0,0,0,0,3455373,0,3256280,2083,37101224,2335,42404156,19199,0,19376,0,
0,0,0,0,0,973159,0,1537426,676,41196692,252,47857577,22350,0,0,0,
0,0,0,0,0,0,0,75,1,196,3,225,5,0,5,0,
0,0,0,0,0,225,0,225,3,807,98,61303,14,0,88,0,
0,0,0,0,0,2142575,0,2384327,869,2003666,1262,3464086,807,0,1415,0,
0,0,0,0,0,3225879,0,2227811,1603,7461693,2400,10204493,4100,0,4616,0,
0,0,0,0,0,1971278,0,4072837,1490,15671015,2045,17402277,8618,0,10050,0,
0,0,0,0,0,4179697,0,3339726,2421,20599928,2529,26076664,10635,0,14427,0,
0,0,0,0,0,3450683,0,4304239,2667,28094143,1791,32872068,15983,0,17428,0,
