InConnections,,,, InConnections (Old),,,, OutConnections,,,, OutConnections(Old)
MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,
0,0,0,0,0,677,0,227,15,2029,26,1365,130,0,88,0,
0,0,0,0,0,600,0,551,15,7184,38,3432,336,0,145,0,
0,0,0,0,0,1958,0,83690,98,7613,144,3549,343,0,147,0,
0,0,0,0,0,1342570,0,1337073,724,7925,857,3549,350,0,147,0,
0,0,0,0,0,6512717,0,4567637,2081,8114,1983,3549,358,0,147,0,
0,0,0,0,0,12783371,0,8374496,3596,8582,3187,3660,369,0,151,0,
0,0,0,0,0,18559672,0,11856496,5023,8894,4274,3738,375,0,153,0,
0,0,0,0,0,25455892,0,14941686,6343,9050,5177,3816,384,0,155,0,
0,0,0,0,0,28858671,0,260,13,89,23,426,17,0,36,0,
0,0,0,0,0,782,0,1181,33,1397,45,1440,52,0,55,0,
0,0,0,0,0,2173,0,52961,73,1475,101,1611,54,0,60,0,
0,0,0,0,0,820619,0,831389,323,1514,356,1806,55,0,65,0,
0,0,0,0,0,3422343,0,2902867,930,1742,989,1989,61,0,70,0,
0,0,0,0,0,6188755,0,5307415,1628,2015,1601,2184,68,0,75,0,
0,0,0,0,0,9134514,0,7630495,2294,2243,2167,2340,73,0,78,0,
0,0,0,0,0,11940306,0,9631065,2862,2477,2720,2457,80,0,82,0,
0,0,0,0,0,13454773,0,10813702,3205,2744,2121,2934356,893,0,4,0,
0,0,0,0,0,990,0,826,41,525,24,1084,27,0,43,0,
0,0,0,0,0,1640,0,1587,55,896,46,1234,31,0,47,0,
0,0,0,0,0,425422,0,365727,186,1052,189,1429,34,0,52,0,
0,0,0,0,0,1991748,0,2104905,684,1247,751,1624,39,0,57,0,
0,0,0,0,0,4437857,0,4570844,1335,1325,1435,1819,42,0,62,0,
0,0,0,0,0,6673440,0,7038261,2008,1592,2125,2008,50,0,66,0,
0,0,0,0,0,9098999,0,9503252,2663,1709,2791,2164,52,0,71,0,
0,0,0,0,0,10919050,0,11221397,3121,1898,3184,2314,56,0,893,0,
0,0,0,0,0,65,0,376,10,345,22,418,23,0,42,0,
0,0,0,0,0,1023,0,1432,38,1096,46,1210,40,0,47,0,
0,0,0,0,0,83438,0,154659,110,1246,145,1405,46,0,52,0,
0,0,0,0,0,1216553,0,1510291,511,1513,668,1600,53,0,57,0,
0,0,0,0,0,3932168,0,3905310,1207,1663,1279,1795,56,0,62,0,
0,0,0,0,0,6417362,0,6321349,1865,1780,1977,1990,59,0,67,0,
0,0,0,0,0,9125866,0,8889650,2587,2014,2718,2179,65,0,72,0,
0,0,0,0,0,11279033,0,10740763,3136,2281,3175,2374,73,0,77,0,
0,0,0,0,0,9510384,0,8044940,2559,2621665,12,94,2,0,19,0,
0,0,0,0,0,408,0,565,21,572,20,651,22,0,42,0,
0,0,0,0,0,422,0,10723,16,1299,27,1220,45,0,47,0,
0,0,0,0,0,10749,0,523155,24,1455,94,1415,47,0,52,0,
0,0,0,0,0,41234,0,1688284,33,1488,217,1610,51,0,57,0,
0,0,0,0,0,61604,0,2883891,42,1839,349,1805,57,0,62,0,
0,0,0,0,0,92017,0,4079400,50,2112,479,2000,64,0,67,0,
0,0,0,0,0,112465,0,5294848,61,2190,592,2195,66,0,72,0,
0,0,0,0,0,132913,0,5938182,68,2587,656,2403,77,0,78,0,
0,0,0,0,0,278,0,665,16,376,17,655,20,0,28,0,
0,0,0,0,0,729,0,935,24,1585,33,1600,54,0,53,0,
0,0,0,0,0,22938,0,335688,116,1780,182,1795,58,0,58,0,
0,0,0,0,0,1325744,0,1910976,482,1858,651,1951,60,0,62,0,
0,0,0,0,0,2914420,0,4222898,1006,2008,1168,2107,64,0,65,0,
0,0,0,0,0,4762933,0,6201261,1457,2047,1687,2263,65,0,70,0,
0,0,0,0,0,6540824,0,8260975,1931,2203,2191,2419,69,0,74,0,
0,0,0,0,0,8056059,0,9745665,2269,2242,2485,2614,72,0,79,0,
0,0,0,0,0,5590547,0,362,14,56,14,342,14,0,20,0,
0,0,0,0,0,990,0,1178,33,987,42,1144,37,0,42,0,
0,0,0,0,0,52405,0,93132,84,1065,97,1255,37,0,46,0,
0,0,0,0,0,1302657,0,1133398,405,1104,429,1405,38,0,50,0,
0,0,0,0,0,3556143,0,3307482,1030,1182,1127,1522,41,0,53,0,
0,0,0,0,0,6195542,0,6007030,1787,1338,1848,1678,45,0,57,0,
0,0,0,0,0,8650931,0,8341740,2435,1494,2515,1873,49,0,62,0,
0,0,0,0,0,11285826,0,10564885,3067,1650,3058,2068,52,0,67,0,
0,0,0,0,0,12729461,0,11473908,3326,1819,2366,3516068,809,0,10,0,
0,0,0,0,0,667,0,1029,30,347,35,1079,32,0,38,0,
0,0,0,0,0,1640,0,1947,51,1096,60,1268,37,0,43,0,
0,0,0,0,0,325774,0,628401,204,1174,289,1463,38,0,48,0,
0,0,0,0,0,1870460,0,2454922,620,1252,729,1580,41,0,51,0,
0,0,0,0,0,3678308,0,4545216,1095,1447,1247,1775,47,0,56,0,
0,0,0,0,0,5657306,0,6564182,1565,1720,1724,1925,52,0,60,0,
0,0,0,0,0,7364715,0,8693004,2047,1870,2192,2120,56,0,64,0,
0,0,0,0,0,8538193,0,9885523,2328,1909,2483,2367,60,0,72,0,
0,0,0,0,0,271,0,404,13,314,19,513,24,0,30,0,
0,0,0,0,0,980,0,1051,29,803,32,962,31,0,34,0,
0,0,0,0,0,33471,0,215425,111,803,205,1079,32,0,38,0,
0,0,0,0,0,1269514,0,2096114,633,881,782,1274,33,0,42,0,
0,0,0,0,0,3734212,0,4359264,1255,881,1409,1391,36,0,46,0,
0,0,0,0,0,6350639,0,6703892,1926,1037,2051,1586,37,0,51,0,
0,0,0,0,0,8985989,0,9349625,2624,1232,2699,1781,43,0,56,0,
0,0,0,0,0,11440211,0,11128457,3148,1388,3146,1937,47,0,60,0,
0,0,0,0,0,12198285,0,11675024,3310,1596,15,233,11,0,26,0,
0,0,0,0,0,1145,0,913,29,988,33,1313,38,0,45,0,
0,0,0,0,0,1695,0,72380,58,1105,86,1430,41,0,49,0,
0,0,0,0,0,467881,0,930539,258,1105,361,1625,41,0,53,0,
0,0,0,0,0,1984963,0,3132796,756,1144,922,1742,43,0,56,0,
0,0,0,0,0,3614455,0,5405103,1269,1261,1533,1859,45,0,60,0,
0,0,0,0,0,5322482,0,7595646,1738,1378,2056,1976,48,0,63,0,
0,0,0,0,0,7162238,0,9827541,2246,1417,2611,2132,49,0,67,0,
0,0,0,0,0,8033153,0,10898518,2492,1495,2810,2340,52,0,1036,0,
0,0,0,0,0,304,0,299,17,115,16,398,6,0,19,0,
0,0,0,0,0,1432,0,1546,47,245,48,554,9,0,23,0,
0,0,0,0,0,336064,0,537941,216,350,268,710,12,0,26,0,
0,0,0,0,0,2454352,0,2317651,750,428,785,827,16,0,30,0,
0,0,0,0,0,5368543,0,4468470,1357,545,1367,983,19,0,34,0,
0,0,0,0,0,8484614,0,6760900,2016,662,1894,1133,20,0,37,0,
0,0,0,0,0,11247780,0,8840875,2615,740,2422,1244,23,0,41,0,
0,0,0,0,0,13547132,0,10427485,3061,779,2779,1322,26,0,934,0,
0,0,0,0,0,5303019,0,341,16,0,28,15,0,0,22,0,
0,0,0,0,0,922,0,637,29,819,28,969,26,0,40,0,
0,0,0,0,0,1986,0,2046,61,949,56,1158,29,0,45,0,
0,0,0,0,0,465752,0,395986,174,1138,217,1314,35,0,49,0,
0,0,0,0,0,1889250,0,2112637,576,1411,672,1509,42,0,54,0,
0,0,0,0,0,3968093,0,4131802,1051,1489,1209,1626,45,0,57,0,
0,0,0,0,0,5757445,0,6412483,1573,1672,1708,1821,49,0,62,0,
0,0,0,0,0,7625451,0,8552444,2066,1783,2204,2016,52,0,67,0,
0,0,0,0,0,9000255,0,9896616,2377,2011,2516,2211,58,0,4,0,
0,0,0,0,0,354,0,502,19,177,21,292,10,0,15,0,
0,0,0,0,0,1386,0,21567,43,333,61,487,11,0,20,0,
0,0,0,0,0,638603,0,860554,296,333,361,682,11,0,25,0,
0,0,0,0,0,2840445,0,3192990,932,600,981,877,18,0,30,0,
0,0,0,0,0,5727194,0,5587311,1595,678,1584,1033,20,0,34,0,
0,0,0,0,0,8412918,0,7942179,2277,678,2254,1222,20,0,39,0,
0,0,0,0,0,11230372,0,10347216,2954,834,2863,1417,24,0,44,0,
0,0,0,0,0,12806810,0,8228075,2530,2470412,2312,3323458,797,0,863,0,
0,0,0,0,0,186,0,333,11,105,21,127,6,0,12,0,
0,0,0,0,0,1003,0,1227,31,583,37,630,22,0,25,0,
0,0,0,0,0,23345,0,356043,122,739,178,825,23,0,30,0,
0,0,0,0,0,1276088,0,2041741,504,856,624,975,26,0,34,0,
0,0,0,0,0,3093698,0,4131257,986,1129,1100,1086,33,0,37,0,
0,0,0,0,0,4971430,0,5857334,1388,1324,1589,1275,38,0,42,0,
0,0,0,0,0,6869502,0,8077727,1892,1402,2114,1470,41,0,47,0,
0,0,0,0,0,8545851,0,9551641,2253,1441,2394,1665,41,0,52,0,
0,0,0,0,0,8971062,0,3311957,766,5902998,9,136,3,0,6,0,
0,0,0,0,0,692,0,983,25,531,33,578,20,0,19,0,
0,0,0,0,0,32445,0,123933,79,759,139,773,25,0,24,0,
