InConnections,,,, InConnections (Old),,,, OutConnections,,,, OutConnections(Old)
MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,
0,429,9,0,0,2849,107,0,36,0,0,3911073,603,0,0,26963993,
0,22456188,662,0,0,57555539,6614,0,2073,0,0,0,2,0,0,622,
0,365,85,0,0,4433229,1030,0,1048,0,0,7030474,3951,0,0,53529237,
0,9358606,634,0,0,87960747,0,0,5,0,0,225,21,0,0,2371591,
0,5026390,1028,0,0,25404574,4542,0,1147,0,0,9546890,7329,0,0,97163638,
0,21,2,0,0,486,12,0,68,0,0,5421360,1005,0,0,26583919,
0,5565641,1220,0,0,55946699,6939,0,382,0,0,2585911,0,0,0,1092,
0,430,33,0,0,3349463,690,0,892,0,0,5401057,3366,0,0,55100575,
0,9302430,555,0,0,83976143,8338,0,2,0,0,246,12,0,0,2000829,
0,5866857,729,0,0,21357563,3167,0,1375,0,0,8617497,7107,0,0,71109371,
0,1300289,1,0,0,346,10,0,55,0,0,6511254,754,0,0,31758904,
0,10933252,1456,0,0,59605884,7910,0,488,0,0,582337,8915,0,0,225,
0,375,11,0,0,2322513,813,0,999,0,0,9362775,3475,0,0,55602500,
0,10478509,796,0,0,84966055,8689,0,2,0,0,257,16,0,0,1326959,
0,3710561,874,0,0,23436662,2859,0,1040,0,0,6031667,6306,0,0,77079213,
0,3845186,0,0,0,313,14,0,33,0,0,4548032,677,0,0,26563317,
0,5591863,1042,0,0,52789174,7291,0,717,0,0,4708516,8958,0,0,192,
0,225,3,0,0,1388701,623,0,453,0,0,8250049,3271,0,0,51894548,
0,6744192,918,0,0,81153457,8703,0,0,0,0,220,15,0,0,1124,
0,2059976,537,0,0,14389931,2656,0,755,0,0,9336637,5351,0,0,84567609,
0,5585692,211,0,0,292,10,0,5,0,0,5528670,423,0,0,27574732,
0,10910145,551,0,0,53104913,6653,0,902,0,0,4350259,8845,0,0,75,
0,290,5,0,0,865973,448,0,775,0,0,10101366,3351,0,0,51950500,
0,5828871,1068,0,0,83195062,9575,0,106,0,0,150,8,0,0,303032,
0,4824554,528,0,0,21178478,2964,0,653,0,0,5320820,6026,0,0,76553207,
0,4803762,134,0,0,121,5,0,3,0,0,3447688,355,0,0,20203839,
0,6196234,818,0,0,54893465,5607,0,823,0,0,4888001,8960,0,0,0,
0,130,2,0,0,1297794,463,0,669,0,0,12866763,3040,0,0,65140304,
0,9246144,941,0,0,82060005,10274,0,31,0,0,246,6,0,0,413506,
