InConnections,,,, InConnections (Old),,,, OutConnections,,,, OutConnections(Old)
MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,
0,363,14,0,0,7042,151,0,72,0,0,530575,360,0,0,3827,
0,2869608,7415,0,0,8753,167,0,13067,0,0,299,5,0,0,1044,
0,2031,158,0,0,1233,49,0,4009,0,0,2888115,56,0,0,2019,
0,5443874,13091,0,0,2280,6,0,25,0,0,1367,37,0,0,1386,
0,713978,2448,0,0,1357,54,0,6178,0,0,4221400,52,0,0,2244,
0,210,13,0,0,646,35,0,120,0,0,709627,34,0,0,1329,
0,1585499,5842,0,0,1336,57,0,7150,0,0,1269015,14,0,0,1251,
0,2046,105,0,0,1194,60,0,3766,0,0,2681005,56,0,0,2091,
0,5894113,12139,0,0,2104,84,0,24,0,0,998,33,0,0,1145,
0,303909,1523,0,0,1244,56,0,3346,0,0,3381315,50,0,0,2075,
0,1149155,7,0,0,750,35,0,118,0,0,596005,41,0,0,1358,
0,2951659,7683,0,0,2142,57,0,13279,0,0,4670021,3789,0,0,620,
0,1667,84,0,0,1282,38,0,3438,0,0,2624331,57,0,0,1721,
0,5645317,12565,0,0,2719,64,0,20,0,0,969,55,0,0,1846,
0,769824,2688,0,0,1999,69,0,8213,0,0,4646481,78,0,0,2692,
0,6699428,10,0,0,801,60,0,59,0,0,479782,67,0,0,30154,
0,3474631,6485,0,0,2540,937,0,12354,0,0,3604456,7175,0,0,374,
0,1354,45,0,0,357,27,0,2975,0,0,2418058,14,0,0,1193,
0,5149324,11701,0,0,975,50,0,16,0,0,582,25,0,0,1517,
0,138622,795,0,0,1851,65,0,4453,0,0,3282062,72,0,0,2441,
0,4525860,7499,0,0,354,16,0,75,0,0,503301,25,0,0,882,
0,3572768,8467,0,0,1251,40,0,16463,0,0,6905882,7679,0,0,154,
0,995,38,0,0,578,27,0,2624,0,0,2322718,26,0,0,1267,
0,5157873,11960,0,0,1313,50,0,4018,0,0,597,37,0,0,1522,
0,154346,1235,0,0,1438,57,0,3166,0,0,3186550,51,0,0,2419,
0,2452176,8117,0,0,477,20,0,31,0,0,308096,31,0,0,1003,
0,2949085,6046,0,0,1551,44,0,12411,0,0,5621943,7001,0,0,439,
0,1167,36,0,0,633,38,0,2240,0,0,2065356,29,0,0,1687,
0,5016966,11233,0,0,1641,61,0,15,0,0,570,45,0,0,1117,
0,386542,2001,0,0,1844,52,0,7420,0,0,4436053,68,0,0,2047,
0,6438262,14611,0,0,236,28,0,50,0,0,387190,28,0,0,1211,
0,2573265,7570,0,0,1729,51,0,13382,0,0,8333030,64,0,0,307,
0,815,38,0,0,814,25,0,2677,0,0,2332090,35,0,0,1286,
0,4991296,11532,0,0,1783,3029,0,7077,0,0,416,26,0,0,981,
0,568462,2049,0,0,1270,45,0,7796,0,0,4362687,50,0,0,1833,
0,6961441,10119,0,0,45,11,0,32,0,0,241075,16,0,0,667,
0,1011799,3930,0,0,795,34,0,5213,0,0,4278163,35,0,0,171,
0,757,34,0,0,1057,55,0,448,0,0,927897,51,0,0,1795,
0,4163684,7197,0,0,2026,73,0,13143,0,0,451,20,0,0,834,
0,144408,947,0,0,781,41,0,2841,0,0,3006123,29,0,0,1770,
0,2381159,7853,0,0,146,13,0,32,0,0,285908,35,0,0,1194,
0,2457008,6627,0,0,1757,47,0,12385,0,0,6048466,66,0,0,4827304,
0,533,25,0,0,473,21,0,1449,0,0,1785835,23,0,0,1163,
0,3337054,8909,0,0,1325,45,0,10555,0,0,117,18,0,0,779,
0,114810,765,0,0,541,40,0,2598,0,0,2821350,23,0,0,1754,
0,2459160,7483,0,0,1139833,11,0,33,0,0,185787,25,0,0,599,
0,2356098,5992,0,0,1329,31,0,11920,0,0,5793478,49,0,0,4443678,
0,500,26,0,0,394,23,0,1771,0,0,1981307,26,0,0,1020,
0,4320041,11009,0,0,1246,45,0,7128,0,0,401,10,0,0,387,
0,254552,1415,0,0,818,23,0,6747,0,0,4188117,34,0,0,1239,
0,6153757,11386,0,0,3034387,3,0,23,0,0,117914,17,0,0,754,
0,1480310,5373,0,0,808,32,0,8701,0,0,5414020,28,0,0,3799960,
0,154,15,0,0,624,31,0,1130,0,0,1633781,31,0,0,1323,
0,3091149,8522,0,0,1554,54,0,10386,0,0,3415600,10,0,0,485,
0,179920,1277,0,0,551,30,0,6675,0,0,4030355,28,0,0,1415,
0,6848302,14417,0,0,1338,6938,0,32,0,0,1187,53,0,0,1819,
0,542433,2017,0,0,2125,74,0,7779,0,0,4491414,80,0,0,2710,
0,6471175,8,0,0,47,14,0,849,0,0,1433818,10,0,0,941,
0,2864738,8290,0,0,776,38,0,10305,0,0,3411714,6922,0,0,472,
0,103418,913,0,0,554,31,0,5947,0,0,3861252,28,0,0,1408,
0,6338402,14527,0,0,1464,4026,0,15,0,0,44002,13,0,0,806,
0,1253597,4151,0,0,675,39,0,7791,0,0,4960307,29,0,0,1760586,
0,3033925,16,0,0,454,15,0,786,0,0,1292038,21,0,0,904,
0,3020103,7919,0,0,1183,39,0,10447,0,0,3927472,3927,0,0,274,
0,70441,781,0,0,554,21,0,5665,0,0,3657385,28,0,0,1243,
0,6285450,14041,0,0,1406,7356,0,10,0,0,27537,10,0,0,614,
0,1226608,4452,0,0,732,31,0,7986,0,0,5154986,31,0,0,1798174,
0,1623135,5,0,0,140,9,0,693,0,0,1680460,21,0,0,703,
0,2957077,9654,0,0,29331,32,0,11458,0,0,1338024,8352,0,0,140,
0,61636,482,0,0,474,14,0,5144,0,0,3378289,29,0,0,1058,
0,6093856,13097,0,0,3205370,6794,0,3432,0,0,14170,9,0,0,424,
0,1614767,4310,0,0,823,21,0,10156,0,0,5429494,30,0,0,1469032,
0,3407640,6789,0,0,154,7,0,732,0,0,1379690,21,0,0,723,
0,3564907,10496,0,0,1396,28,0,14536,0,0,1713264,14992,0,0,159,
0,637,33,0,0,1662,73,0,745,0,0,1191653,63,0,0,2585,
0,4565035,7828,0,0,2196,95,0,13288,0,0,1107,45,0,0,2041,
0,52046,626,0,0,2491,78,0,5488,0,0,3620069,90,0,0,2686,
0,5828974,14517,0,0,241,49,0,38,0,0,15864,86,0,0,2778,
0,1418630,4988,0,0,3326,97,0,10266,0,0,5580918,116,0,0,66,
0,603,34,0,0,824,37,0,674,0,0,1210005,40,0,0,1457,
0,3708569,9565,0,0,1877,62,0,14277,0,0,682,36,0,0,2170,
0,24110,489,0,0,2743,87,0,6638,0,0,3831962,98,0,0,2950,
0,8062269,16554,0,0,35,15,0,26,0,0,6981,52,0,0,1657,
0,1033951,3512,0,0,1889,72,0,7254,0,0,4761530,71,0,0,2645,
