InConnections,,,, InConnections (Old),,,, OutConnections,,,, OutConnections(Old)
MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,
0,369,24,0,0,6573,123,0,81,0,0,9092558,331,0,0,2938,
0,43064743,4392,0,0,7551,137,0,8062,0,0,230,17,0,0,1080,
0,1644,100,0,0,1199,55,0,2030,0,0,29110446,48,0,0,2010,
0,59819972,5746,0,0,1980,5,0,21,0,0,2653,39,0,0,1214,
0,11962616,2427,0,0,1816,56,0,4800,0,0,77163605,77,0,0,1988,
0,221,26,0,0,608,26,0,168,0,0,8857787,33,0,0,1316,
0,34948867,4240,0,0,1700,50,0,6707,0,0,34243072,8,0,0,1193,
0,1873,87,0,0,1574,50,0,1897,0,0,35041625,60,0,0,2012,
0,59227108,6980,0,0,2876,1850,0,20,0,0,1885,26,0,0,982,
0,9796329,1604,0,0,1085,45,0,4291,0,0,55374023,52,0,0,1834,
0,36123577,14,0,0,650,25,0,106,0,0,7641304,33,0,0,1132,
0,33441970,4183,0,0,1691,49,0,6572,0,0,72863793,3553,0,0,694,
0,2125,84,0,0,1018,35,0,1775,0,0,33786325,46,0,0,1474,
0,57443466,7030,0,0,2020,4435,0,11,0,0,1556,33,0,0,1254,
0,8600522,1481,0,0,1596,55,0,4141,0,0,54754641,54,0,0,2139,
0,51880572,8,0,0,278,21,0,65,0,0,6594077,29,0,0,1017,
0,31964783,3953,0,0,1495,42,0,6477,0,0,51980114,1892,0,0,514,
0,1902,58,0,0,854,29,0,1643,0,0,29720750,39,0,0,1387,
0,56078904,6475,0,0,2291,1899,0,7,0,0,26,5,0,0,771,
0,583591,155,0,0,87,38,0,2460,0,0,17738978,5,0,0,1668,
0,56505123,1341,0,0,487,13,0,61,0,0,5427503,27,0,0,867,
0,30045687,3737,0,0,1417,35,0,6296,0,0,69699290,1912,0,0,547,
0,1863,57,0,0,726,37,0,1399,0,0,27592776,32,0,0,1512,
0,53375598,6135,0,0,1506,61,0,1740,0,0,749,42,0,0,1512,
0,5995242,1235,0,0,1591,62,0,3828,0,0,53375298,65,0,0,2370,
0,69512170,5317,0,0,241,32,0,39,0,0,4563319,31,0,0,1312,
0,27885731,3520,0,0,1317,54,0,6053,0,0,68977147,49,0,0,478,
0,679,31,0,0,921,38,0,1226,0,0,27046605,43,0,0,1505,
0,51924924,6126,0,0,1872,60,0,3266,0,0,772,18,0,0,955,
0,4415043,765,0,0,960,37,0,3255,0,0,37868507,41,0,0,1807,
0,61652320,3746,0,0,301,38,0,44,0,0,2153067,24,0,0,1266,
0,12063812,2003,0,0,902,55,0,2752,0,0,39865230,36,0,0,55,
0,1000,39,0,0,759,27,0,1148,0,0,25386308,39,0,0,1185,
0,52134585,5963,0,0,1677,49,0,7285,0,0,955,19,0,0,645,
0,4043982,974,0,0,1004,34,0,3609,0,0,50974133,48,0,0,1536,
0,70127485,7562,0,0,155,20,0,27,0,0,2325311,27,0,0,932,
0,22767643,2660,0,0,1270,42,0,5234,0,0,54959058,51,0,0,16919228,
0,525,15,0,0,1458,55,0,179,0,0,10524421,59,0,0,2020,
0,36298977,4631,0,0,2232,78,0,6785,0,0,584,6,0,0,316,
0,3077921,894,0,0,751,20,0,3351,0,0,55221662,33,0,0,1213,
0,68516294,8461,0,0,51546912,9,0,36,0,0,1479075,26,0,0,968,
0,20902868,2424,0,0,1110,42,0,5048,0,0,52784707,41,0,0,36170945,
0,451,26,0,0,352,21,0,724,0,0,16434639,21,0,0,1066,
0,42018065,4266,0,0,976,45,0,6302,0,0,248,15,0,0,561,
0,2364408,706,0,0,840,33,0,3176,0,0,49281841,43,0,0,1428,
0,67828389,7659,0,0,17694900,3,0,18,0,0,986445,24,0,0,774,
0,19586533,2133,0,0,1036,37,0,4886,0,0,48119389,44,0,0,33678074,
0,190,12,0,0,694,35,0,690,0,0,20222786,33,0,0,1374,
0,45659022,5304,0,0,1429,56,0,7015,0,0,53149347,7,0,0,623,
0,1759988,554,0,0,737,33,0,3012,0,0,44733603,36,0,0,1490,
0,66827238,7186,0,0,16122962,4085,0,16,0,0,854714,7,0,0,680,
0,20233936,2258,0,0,528,33,0,5240,0,0,53890023,26,0,0,1473,
0,22725017,10,0,0,290,16,0,577,0,0,19315814,18,0,0,869,
0,43984941,5398,0,0,1097,37,0,7041,0,0,41050091,4819,0,0,277,
0,1087165,365,0,0,598,23,0,2536,0,0,35404988,28,0,0,1213,
0,58558197,5883,0,0,21927384,3710,0,19,0,0,1023,48,0,0,1693,
0,5470102,956,0,0,1862,74,0,3812,0,0,65572100,75,0,0,2662,
0,83299653,14,0,0,233,15,0,230,0,0,7100438,13,0,0,622,
0,23239209,2198,0,0,506,29,0,3952,0,0,1672537,218,0,0,344,
0,703,118,0,0,867,25,0,56,0,0,21607536,35,0,0,1319,
0,1016555,3728,0,0,1823,49,0,9,0,0,192697,13,0,0,565,
0,17120484,2413,0,0,1037,28,0,5023,0,0,62690682,44,0,0,35734929,
0,17280196,1769,0,0,150,8,0,370,0,0,16133298,20,0,0,676,
0,41302425,5074,0,0,1320,31,0,6972,0,0,38763614,3629,0,0,153,
0,322586,180,0,0,278,18,0,2203,0,0,28850156,18,0,0,1089,
0,56468919,5111,0,0,20043686,3563,0,0,0,0,31060,9,0,0,523,
0,16245792,2353,0,0,735,30,0,4913,0,0,65552222,29,0,0,1498,
0,35905936,2213,0,0,178,8,0,257,0,0,10972329,19,0,0,677,
0,34955583,3610,0,0,979,32,0,6079,0,0,17392716,4100,0,0,178,
0,131475,179,0,0,638,19,0,2306,0,0,37592595,25,0,0,1063,
0,62020535,6884,0,0,17274330,5411,0,7,0,0,913,11,0,0,447,
0,14438453,2204,0,0,913,23,0,4695,0,0,63892321,35,0,0,1377,
0,53136617,3572,0,0,93,3,0,220,0,0,11840784,17,0,0,618,
0,37710958,4456,0,0,1173,24,0,6764,0,0,51684332,1788,0,0,0,
0,717,41,0,0,1157,47,0,309,0,0,9997570,45,0,0,1850,
0,35270738,3547,0,0,1586,70,0,6119,0,0,682,32,0,0,1876,
0,132560,200,0,0,1863,76,0,2611,0,0,30101431,68,0,0,2689,
0,69581190,5526,0,0,56,16,0,52,0,0,3771,36,0,0,1155,
0,14652647,2364,0,0,1616,50,0,4858,0,0,68196484,67,0,0,2085,
0,586,38,0,0,1055,40,0,256,0,0,10192229,44,0,0,1599,
0,34208768,5139,0,0,1712,64,0,6119,0,0,248,38,0,0,1073,
0,1271,128,0,0,1307,58,0,1968,0,0,25655480,59,0,0,1874,
0,54611069,4826,0,0,1905,25,0,43,0,0,2552,22,0,0,1007,
0,11619032,1486,0,0,1174,48,0,4133,0,0,44480891,50,0,0,1853,
