InConnections,,,, InConnections (Old),,,, OutConnections,,,, OutConnections(Old)
MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,MsgOut,BytesOut,MsgIn,BytesIn,
0,0,0,0,0,429,0,214,31,0,10,799,17,0,50,0,
0,0,0,0,0,1402,0,231,29,2849,7,2489,86,0,108,0,
0,0,0,0,0,1113,0,16645,35,3832,34,18454,114,0,142,0,
0,0,0,0,0,93209,0,94217,117,128664,120,236632,322,0,418,0,
0,0,0,0,0,168881,0,225823,239,377487,174,634969,552,0,775,0,
0,0,0,0,0,265316,0,155294,321,684423,111,1062197,771,0,1224,0,
0,0,0,0,0,297781,0,89003,296,1106888,49,1412664,1278,0,1491,0,
0,0,0,0,0,490784,0,68574,494,1234146,75,1590276,1278,0,1672,0,
0,0,0,0,0,405576,0,0,1,0,0,75,2,0,1,0,
0,0,0,0,0,205,0,267,3,346,3,492,7,0,8,0,
0,0,0,0,0,365,0,15885,15,1900,23,11854,29,0,45,0,
0,0,0,0,0,74479,0,77988,116,92279,93,162742,179,0,243,0,
0,0,0,0,0,232062,0,144419,182,404059,164,472750,535,0,568,0,
0,0,0,0,0,124489,0,212055,160,842419,244,846648,890,0,922,0,
0,0,0,0,0,250629,0,226358,228,1200589,221,1369184,1210,0,1396,0,
0,0,0,0,0,101079,0,141434,148,1683249,95,1840427,1664,0,1793,0,
0,0,0,0,0,76427,0,88439,55,2010354,50,2086552,1927,0,0,0,
0,0,0,0,0,150,0,161,2,271,2,546,6,0,10,0,
0,0,0,0,0,290,0,150,4,796,2,1041,14,0,21,0,
0,0,0,0,0,49249,0,89309,47,63629,106,79423,131,0,146,0,
0,0,0,0,0,86596,0,274254,128,301620,209,438655,363,0,551,0,
0,0,0,0,0,253125,0,145839,209,601784,176,863772,663,0,941,0,
0,0,0,0,0,224106,0,104050,212,1022751,94,1314417,1169,0,1359,0,
0,0,0,0,0,129377,0,188929,105,1545455,171,1637969,1536,0,1715,0,
0,0,0,0,0,167491,0,60337,155,1776609,59,2012556,1768,0,1968,0,
0,0,0,0,0,21,0,75,0,46,3,150,3,0,6,0,
0,0,0,0,0,300,0,75,5,1224,2,1628,22,0,25,0,
0,0,0,0,0,13732,0,25011,30,10511,57,27586,52,0,110,0,
0,0,0,0,0,116065,0,111871,153,158531,108,277957,233,0,354,0,
